clust,reanalysis,AIRT_sur,PREC_sur
YK,merra2,-4.27714204788208,2347.816675901413YK,jra55,-4.27714204788208,404.3426066637039YK,era5,-4.27714204788208,300.23025646805763KD,merra2,-7.907281875610352,672.3678678274155KD,jra55,-7.907281875610352,470.57527899742126KD,era5,-7.907281875610352,390.9877806901932NG,merra2,-8.046547889709473,537.2239217162132NG,jra55,-8.046547889709473,447.70382791757584NG,era5,-8.046547889709473,399.3422716856003
