Date12[DDMMYYYYhhmm],Simulation_Period,Run,IDpoint,None,None,snow_depth[mm],None,snow_water_equivalent[mm]
24/09/2015 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
25/09/2015 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
26/09/2015 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
27/09/2015 00:00,2,1,1,-9999,-9999,0.175221,-9999,0.035438
28/09/2015 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
29/09/2015 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
30/09/2015 00:00,2,1,1,-9999,-9999,0.004223,-9999,0.000901
01/10/2015 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
02/10/2015 00:00,2,1,1,-9999,-9999,0.055082,-9999,0.009669
03/10/2015 00:00,2,1,1,-9999,-9999,0.019247,-9999,0.002570
04/10/2015 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
05/10/2015 00:00,2,1,1,-9999,-9999,0.012010,-9999,0.002170
06/10/2015 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
07/10/2015 00:00,2,1,1,-9999,-9999,3.115078,-9999,0.218167
08/10/2015 00:00,2,1,1,-9999,-9999,30.410500,-9999,2.908167
09/10/2015 00:00,2,1,1,-9999,-9999,23.510488,-9999,2.603865
10/10/2015 00:00,2,1,1,-9999,-9999,21.861683,-9999,2.600377
11/10/2015 00:00,2,1,1,-9999,-9999,19.989609,-9999,2.474672
12/10/2015 00:00,2,1,1,-9999,-9999,13.060888,-9999,1.697215
13/10/2015 00:00,2,1,1,-9999,-9999,12.619719,-9999,1.686448
14/10/2015 00:00,2,1,1,-9999,-9999,16.256692,-9999,2.000448
15/10/2015 00:00,2,1,1,-9999,-9999,17.320277,-9999,2.131268
16/10/2015 00:00,2,1,1,-9999,-9999,19.605341,-9999,2.420745
17/10/2015 00:00,2,1,1,-9999,-9999,18.991459,-9999,2.445755
18/10/2015 00:00,2,1,1,-9999,-9999,52.712210,-9999,6.676470
19/10/2015 00:00,2,1,1,-9999,-9999,79.040354,-9999,10.817566
20/10/2015 00:00,2,1,1,-9999,-9999,75.424608,-9999,10.633294
21/10/2015 00:00,2,1,1,-9999,-9999,73.142069,-9999,10.547822
22/10/2015 00:00,2,1,1,-9999,-9999,69.138751,-9999,10.160725
23/10/2015 00:00,2,1,1,-9999,-9999,103.856635,-9999,13.536418
24/10/2015 00:00,2,1,1,-9999,-9999,107.954528,-9999,14.628978
25/10/2015 00:00,2,1,1,-9999,-9999,103.947081,-9999,14.517018
26/10/2015 00:00,2,1,1,-9999,-9999,101.757307,-9999,14.521232
27/10/2015 00:00,2,1,1,-9999,-9999,102.203018,-9999,14.672897
28/10/2015 00:00,2,1,1,-9999,-9999,114.156449,-9999,15.718326
29/10/2015 00:00,2,1,1,-9999,-9999,121.301960,-9999,16.487421
30/10/2015 00:00,2,1,1,-9999,-9999,141.413219,-9999,19.188667
31/10/2015 00:00,2,1,1,-9999,-9999,153.316831,-9999,21.142743
01/11/2015 00:00,2,1,1,-9999,-9999,149.828397,-9999,21.283716
02/11/2015 00:00,2,1,1,-9999,-9999,157.284015,-9999,22.266943
03/11/2015 00:00,2,1,1,-9999,-9999,153.600733,-9999,22.307862
04/11/2015 00:00,2,1,1,-9999,-9999,150.823443,-9999,22.339473
05/11/2015 00:00,2,1,1,-9999,-9999,149.118914,-9999,22.419445
06/11/2015 00:00,2,1,1,-9999,-9999,152.121176,-9999,22.958045
07/11/2015 00:00,2,1,1,-9999,-9999,152.950276,-9999,23.345688
08/11/2015 00:00,2,1,1,-9999,-9999,172.287347,-9999,25.670243
09/11/2015 00:00,2,1,1,-9999,-9999,169.024742,-9999,25.745221
10/11/2015 00:00,2,1,1,-9999,-9999,172.230191,-9999,26.359008
11/11/2015 00:00,2,1,1,-9999,-9999,164.533962,-9999,25.931662
12/11/2015 00:00,2,1,1,-9999,-9999,206.748036,-9999,31.273037
13/11/2015 00:00,2,1,1,-9999,-9999,222.266724,-9999,33.761478
14/11/2015 00:00,2,1,1,-9999,-9999,229.993050,-9999,35.357577
15/11/2015 00:00,2,1,1,-9999,-9999,232.355615,-9999,36.039739
16/11/2015 00:00,2,1,1,-9999,-9999,228.132331,-9999,36.032777
17/11/2015 00:00,2,1,1,-9999,-9999,234.411924,-9999,36.767031
18/11/2015 00:00,2,1,1,-9999,-9999,257.342192,-9999,39.423448
19/11/2015 00:00,2,1,1,-9999,-9999,252.554736,-9999,39.472506
20/11/2015 00:00,2,1,1,-9999,-9999,243.560950,-9999,38.974906
21/11/2015 00:00,2,1,1,-9999,-9999,238.148085,-9999,38.733502
22/11/2015 00:00,2,1,1,-9999,-9999,234.773032,-9999,38.656570
23/11/2015 00:00,2,1,1,-9999,-9999,233.073764,-9999,38.744848
24/11/2015 00:00,2,1,1,-9999,-9999,231.082604,-9999,38.752194
25/11/2015 00:00,2,1,1,-9999,-9999,229.570338,-9999,38.765824
26/11/2015 00:00,2,1,1,-9999,-9999,229.192434,-9999,38.838586
27/11/2015 00:00,2,1,1,-9999,-9999,250.463353,-9999,40.564266
28/11/2015 00:00,2,1,1,-9999,-9999,266.424875,-9999,41.735054
29/11/2015 00:00,2,1,1,-9999,-9999,284.834844,-9999,43.465974
30/11/2015 00:00,2,1,1,-9999,-9999,294.570328,-9999,44.888318
01/12/2015 00:00,2,1,1,-9999,-9999,348.516468,-9999,50.512330
02/12/2015 00:00,2,1,1,-9999,-9999,343.892185,-9999,51.491391
03/12/2015 00:00,2,1,1,-9999,-9999,361.521540,-9999,53.795441
04/12/2015 00:00,2,1,1,-9999,-9999,355.402732,-9999,54.163103
05/12/2015 00:00,2,1,1,-9999,-9999,350.920013,-9999,54.509018
06/12/2015 00:00,2,1,1,-9999,-9999,343.928736,-9999,54.720530
07/12/2015 00:00,2,1,1,-9999,-9999,337.583808,-9999,54.732270
08/12/2015 00:00,2,1,1,-9999,-9999,353.034807,-9999,56.430984
09/12/2015 00:00,2,1,1,-9999,-9999,361.813988,-9999,57.964654
10/12/2015 00:00,2,1,1,-9999,-9999,354.741457,-9999,57.925279
11/12/2015 00:00,2,1,1,-9999,-9999,355.564301,-9999,58.437475
12/12/2015 00:00,2,1,1,-9999,-9999,356.654476,-9999,58.965289
13/12/2015 00:00,2,1,1,-9999,-9999,361.559797,-9999,59.769387
14/12/2015 00:00,2,1,1,-9999,-9999,351.730986,-9999,59.471083
15/12/2015 00:00,2,1,1,-9999,-9999,348.405070,-9999,59.715760
16/12/2015 00:00,2,1,1,-9999,-9999,356.438689,-9999,60.746078
17/12/2015 00:00,2,1,1,-9999,-9999,380.586850,-9999,63.923735
18/12/2015 00:00,2,1,1,-9999,-9999,376.610349,-9999,64.124909
19/12/2015 00:00,2,1,1,-9999,-9999,372.520270,-9999,64.127372
20/12/2015 00:00,2,1,1,-9999,-9999,369.459659,-9999,64.131845
21/12/2015 00:00,2,1,1,-9999,-9999,366.815859,-9999,64.143776
22/12/2015 00:00,2,1,1,-9999,-9999,366.000004,-9999,64.249762
23/12/2015 00:00,2,1,1,-9999,-9999,363.838078,-9999,64.277869
24/12/2015 00:00,2,1,1,-9999,-9999,361.699413,-9999,64.277869
25/12/2015 00:00,2,1,1,-9999,-9999,359.940916,-9999,64.282710
26/12/2015 00:00,2,1,1,-9999,-9999,359.535611,-9999,64.354303
27/12/2015 00:00,2,1,1,-9999,-9999,357.944328,-9999,64.355591
28/12/2015 00:00,2,1,1,-9999,-9999,356.540426,-9999,64.355591
29/12/2015 00:00,2,1,1,-9999,-9999,355.293252,-9999,64.358651
30/12/2015 00:00,2,1,1,-9999,-9999,354.620520,-9999,64.397193
31/12/2015 00:00,2,1,1,-9999,-9999,357.878164,-9999,64.694333
01/01/2016 00:00,2,1,1,-9999,-9999,356.661675,-9999,64.788523
02/01/2016 00:00,2,1,1,-9999,-9999,368.114903,-9999,65.690021
03/01/2016 00:00,2,1,1,-9999,-9999,376.914195,-9999,67.096274
04/01/2016 00:00,2,1,1,-9999,-9999,374.759267,-9999,67.485567
05/01/2016 00:00,2,1,1,-9999,-9999,364.448215,-9999,67.041128
06/01/2016 00:00,2,1,1,-9999,-9999,358.555603,-9999,66.742530
07/01/2016 00:00,2,1,1,-9999,-9999,356.380373,-9999,66.742508
08/01/2016 00:00,2,1,1,-9999,-9999,354.680227,-9999,66.742508
09/01/2016 00:00,2,1,1,-9999,-9999,353.203549,-9999,66.742508
10/01/2016 00:00,2,1,1,-9999,-9999,351.844526,-9999,66.742508
11/01/2016 00:00,2,1,1,-9999,-9999,353.003777,-9999,66.882222
12/01/2016 00:00,2,1,1,-9999,-9999,352.059852,-9999,66.915665
13/01/2016 00:00,2,1,1,-9999,-9999,350.736723,-9999,66.914746
14/01/2016 00:00,2,1,1,-9999,-9999,349.551764,-9999,66.914746
15/01/2016 00:00,2,1,1,-9999,-9999,349.787404,-9999,67.006783
16/01/2016 00:00,2,1,1,-9999,-9999,348.658071,-9999,67.009465
17/01/2016 00:00,2,1,1,-9999,-9999,347.780911,-9999,67.017998
18/01/2016 00:00,2,1,1,-9999,-9999,347.188428,-9999,67.047231
19/01/2016 00:00,2,1,1,-9999,-9999,345.994044,-9999,67.049471
20/01/2016 00:00,2,1,1,-9999,-9999,346.652696,-9999,67.175603
21/01/2016 00:00,2,1,1,-9999,-9999,345.728112,-9999,67.181378
22/01/2016 00:00,2,1,1,-9999,-9999,345.034152,-9999,67.195004
23/01/2016 00:00,2,1,1,-9999,-9999,344.151642,-9999,67.196498
24/01/2016 00:00,2,1,1,-9999,-9999,346.304365,-9999,67.358259
25/01/2016 00:00,2,1,1,-9999,-9999,348.010078,-9999,67.513260
26/01/2016 00:00,2,1,1,-9999,-9999,346.980768,-9999,67.519147
27/01/2016 00:00,2,1,1,-9999,-9999,350.346758,-9999,67.791497
28/01/2016 00:00,2,1,1,-9999,-9999,358.455410,-9999,68.446615
29/01/2016 00:00,2,1,1,-9999,-9999,374.176905,-9999,69.544151
30/01/2016 00:00,2,1,1,-9999,-9999,432.287705,-9999,74.197041
31/01/2016 00:00,2,1,1,-9999,-9999,436.870060,-9999,75.598316
01/02/2016 00:00,2,1,1,-9999,-9999,428.412061,-9999,75.567554
02/02/2016 00:00,2,1,1,-9999,-9999,422.642203,-9999,75.567537
03/02/2016 00:00,2,1,1,-9999,-9999,418.327220,-9999,75.581981
04/02/2016 00:00,2,1,1,-9999,-9999,414.943513,-9999,75.611336
05/02/2016 00:00,2,1,1,-9999,-9999,412.217592,-9999,75.639449
06/02/2016 00:00,2,1,1,-9999,-9999,410.808584,-9999,75.735573
07/02/2016 00:00,2,1,1,-9999,-9999,439.155659,-9999,78.101683
08/02/2016 00:00,2,1,1,-9999,-9999,448.194676,-9999,79.425204
09/02/2016 00:00,2,1,1,-9999,-9999,443.038513,-9999,79.463007
10/02/2016 00:00,2,1,1,-9999,-9999,438.858233,-9999,79.480989
11/02/2016 00:00,2,1,1,-9999,-9999,436.379599,-9999,79.589347
12/02/2016 00:00,2,1,1,-9999,-9999,433.828183,-9999,79.638309
13/02/2016 00:00,2,1,1,-9999,-9999,446.183624,-9999,80.975228
14/02/2016 00:00,2,1,1,-9999,-9999,452.598104,-9999,81.917964
15/02/2016 00:00,2,1,1,-9999,-9999,453.606007,-9999,82.585272
16/02/2016 00:00,2,1,1,-9999,-9999,449.984014,-9999,82.633646
17/02/2016 00:00,2,1,1,-9999,-9999,447.351667,-9999,82.683107
18/02/2016 00:00,2,1,1,-9999,-9999,446.945404,-9999,82.898685
19/02/2016 00:00,2,1,1,-9999,-9999,445.043418,-9999,82.967464
20/02/2016 00:00,2,1,1,-9999,-9999,446.732336,-9999,83.323110
21/02/2016 00:00,2,1,1,-9999,-9999,444.501088,-9999,83.354529
22/02/2016 00:00,2,1,1,-9999,-9999,443.159609,-9999,83.422376
23/02/2016 00:00,2,1,1,-9999,-9999,441.691115,-9999,83.488964
24/02/2016 00:00,2,1,1,-9999,-9999,443.995815,-9999,83.821306
25/02/2016 00:00,2,1,1,-9999,-9999,442.142151,-9999,83.881306
26/02/2016 00:00,2,1,1,-9999,-9999,441.972293,-9999,84.069508
27/02/2016 00:00,2,1,1,-9999,-9999,448.165740,-9999,84.848367
28/02/2016 00:00,2,1,1,-9999,-9999,447.062942,-9999,85.011475
29/02/2016 00:00,2,1,1,-9999,-9999,445.576568,-9999,85.116874
01/03/2016 00:00,2,1,1,-9999,-9999,444.001541,-9999,85.181613
02/03/2016 00:00,2,1,1,-9999,-9999,442.783695,-9999,85.250950
03/03/2016 00:00,2,1,1,-9999,-9999,441.407247,-9999,85.310632
04/03/2016 00:00,2,1,1,-9999,-9999,444.650982,-9999,85.672302
05/03/2016 00:00,2,1,1,-9999,-9999,442.871727,-9999,85.713359
06/03/2016 00:00,2,1,1,-9999,-9999,442.169955,-9999,85.821496
07/03/2016 00:00,2,1,1,-9999,-9999,440.229916,-9999,85.835289
08/03/2016 00:00,2,1,1,-9999,-9999,439.010709,-9999,85.886522
09/03/2016 00:00,2,1,1,-9999,-9999,442.663173,-9999,86.251868
10/03/2016 00:00,2,1,1,-9999,-9999,443.310088,-9999,86.466865
11/03/2016 00:00,2,1,1,-9999,-9999,446.887358,-9999,86.867295
12/03/2016 00:00,2,1,1,-9999,-9999,451.289555,-9999,87.464058
13/03/2016 00:00,2,1,1,-9999,-9999,450.416995,-9999,87.661660
14/03/2016 00:00,2,1,1,-9999,-9999,452.824985,-9999,88.209261
15/03/2016 00:00,2,1,1,-9999,-9999,447.990007,-9999,88.153129
16/03/2016 00:00,2,1,1,-9999,-9999,444.419373,-9999,88.165528
17/03/2016 00:00,2,1,1,-9999,-9999,450.745235,-9999,88.839385
18/03/2016 00:00,2,1,1,-9999,-9999,476.684625,-9999,91.562954
19/03/2016 00:00,2,1,1,-9999,-9999,473.621226,-9999,91.865566
20/03/2016 00:00,2,1,1,-9999,-9999,468.529957,-9999,91.821545
21/03/2016 00:00,2,1,1,-9999,-9999,465.279151,-9999,91.832013
22/03/2016 00:00,2,1,1,-9999,-9999,462.211220,-9999,91.827369
23/03/2016 00:00,2,1,1,-9999,-9999,459.561369,-9999,91.823309
24/03/2016 00:00,2,1,1,-9999,-9999,457.100297,-9999,91.811938
25/03/2016 00:00,2,1,1,-9999,-9999,454.689331,-9999,91.805641
26/03/2016 00:00,2,1,1,-9999,-9999,452.135378,-9999,91.776913
27/03/2016 00:00,2,1,1,-9999,-9999,449.376385,-9999,91.732570
28/03/2016 00:00,2,1,1,-9999,-9999,446.470875,-9999,91.685151
29/03/2016 00:00,2,1,1,-9999,-9999,447.074341,-9999,91.947252
30/03/2016 00:00,2,1,1,-9999,-9999,445.988581,-9999,92.107528
31/03/2016 00:00,2,1,1,-9999,-9999,448.268527,-9999,92.583092
01/04/2016 00:00,2,1,1,-9999,-9999,445.661063,-9999,92.541684
02/04/2016 00:00,2,1,1,-9999,-9999,446.445423,-9999,92.824566
03/04/2016 00:00,2,1,1,-9999,-9999,444.233787,-9999,92.798773
04/04/2016 00:00,2,1,1,-9999,-9999,442.252605,-9999,92.772315
05/04/2016 00:00,2,1,1,-9999,-9999,443.344260,-9999,92.932241
06/04/2016 00:00,2,1,1,-9999,-9999,440.959215,-9999,92.890565
07/04/2016 00:00,2,1,1,-9999,-9999,438.900308,-9999,92.847816
08/04/2016 00:00,2,1,1,-9999,-9999,436.861453,-9999,92.793965
09/04/2016 00:00,2,1,1,-9999,-9999,434.970890,-9999,92.756714
10/04/2016 00:00,2,1,1,-9999,-9999,434.414890,-9999,92.796573
11/04/2016 00:00,2,1,1,-9999,-9999,432.100751,-9999,92.688156
12/04/2016 00:00,2,1,1,-9999,-9999,430.071008,-9999,92.626460
13/04/2016 00:00,2,1,1,-9999,-9999,428.197903,-9999,92.565140
14/04/2016 00:00,2,1,1,-9999,-9999,426.558882,-9999,92.511515
15/04/2016 00:00,2,1,1,-9999,-9999,424.846031,-9999,92.440152
16/04/2016 00:00,2,1,1,-9999,-9999,423.202710,-9999,92.381502
17/04/2016 00:00,2,1,1,-9999,-9999,421.008285,-9999,92.256677
18/04/2016 00:00,2,1,1,-9999,-9999,417.541015,-9999,92.028211
19/04/2016 00:00,2,1,1,-9999,-9999,414.503121,-9999,92.246373
20/04/2016 00:00,2,1,1,-9999,-9999,520.244716,-9999,107.725566
21/04/2016 00:00,2,1,1,-9999,-9999,514.158321,-9999,107.550488
22/04/2016 00:00,2,1,1,-9999,-9999,509.016138,-9999,107.278524
23/04/2016 00:00,2,1,1,-9999,-9999,504.026671,-9999,106.974174
24/04/2016 00:00,2,1,1,-9999,-9999,500.183998,-9999,106.820789
25/04/2016 00:00,2,1,1,-9999,-9999,495.708554,-9999,106.560521
26/04/2016 00:00,2,1,1,-9999,-9999,491.591779,-9999,106.243494
27/04/2016 00:00,2,1,1,-9999,-9999,485.973173,-9999,105.719440
28/04/2016 00:00,2,1,1,-9999,-9999,480.069072,-9999,105.165093
29/04/2016 00:00,2,1,1,-9999,-9999,473.253805,-9999,104.542793
30/04/2016 00:00,2,1,1,-9999,-9999,465.218701,-9999,104.768629
01/05/2016 00:00,2,1,1,-9999,-9999,446.151139,-9999,104.836982
02/05/2016 00:00,2,1,1,-9999,-9999,433.010800,-9999,104.376220
03/05/2016 00:00,2,1,1,-9999,-9999,418.149697,-9999,103.487779
04/05/2016 00:00,2,1,1,-9999,-9999,404.625520,-9999,103.514187
05/05/2016 00:00,2,1,1,-9999,-9999,374.264034,-9999,104.373500
06/05/2016 00:00,2,1,1,-9999,-9999,370.963492,-9999,105.052800
07/05/2016 00:00,2,1,1,-9999,-9999,372.862757,-9999,105.014405
08/05/2016 00:00,2,1,1,-9999,-9999,377.518924,-9999,105.898527
09/05/2016 00:00,2,1,1,-9999,-9999,375.510006,-9999,105.892839
10/05/2016 00:00,2,1,1,-9999,-9999,390.703726,-9999,108.750532
11/05/2016 00:00,2,1,1,-9999,-9999,383.529371,-9999,107.570684
12/05/2016 00:00,2,1,1,-9999,-9999,380.555797,-9999,107.175344
13/05/2016 00:00,2,1,1,-9999,-9999,376.470389,-9999,106.781403
14/05/2016 00:00,2,1,1,-9999,-9999,369.900624,-9999,106.088048
15/05/2016 00:00,2,1,1,-9999,-9999,360.695736,-9999,107.775647
16/05/2016 00:00,2,1,1,-9999,-9999,346.566941,-9999,109.370477
17/05/2016 00:00,2,1,1,-9999,-9999,340.206780,-9999,108.029432
18/05/2016 00:00,2,1,1,-9999,-9999,337.855102,-9999,107.486219
19/05/2016 00:00,2,1,1,-9999,-9999,333.915360,-9999,106.145308
20/05/2016 00:00,2,1,1,-9999,-9999,329.498953,-9999,104.952963
21/05/2016 00:00,2,1,1,-9999,-9999,325.568492,-9999,104.489003
22/05/2016 00:00,2,1,1,-9999,-9999,316.993040,-9999,104.127209
23/05/2016 00:00,2,1,1,-9999,-9999,305.733105,-9999,103.380216
24/05/2016 00:00,2,1,1,-9999,-9999,301.041326,-9999,101.895062
25/05/2016 00:00,2,1,1,-9999,-9999,299.825706,-9999,101.491678
26/05/2016 00:00,2,1,1,-9999,-9999,295.530450,-9999,101.258186
27/05/2016 00:00,2,1,1,-9999,-9999,280.465942,-9999,100.657272
28/05/2016 00:00,2,1,1,-9999,-9999,263.418950,-9999,97.658056
29/05/2016 00:00,2,1,1,-9999,-9999,260.489527,-9999,97.477472
30/05/2016 00:00,2,1,1,-9999,-9999,267.706975,-9999,99.050159
31/05/2016 00:00,2,1,1,-9999,-9999,262.988610,-9999,97.440878
01/06/2016 00:00,2,1,1,-9999,-9999,258.895862,-9999,98.092822
02/06/2016 00:00,2,1,1,-9999,-9999,240.137661,-9999,94.832394
03/06/2016 00:00,2,1,1,-9999,-9999,221.706559,-9999,89.138473
04/06/2016 00:00,2,1,1,-9999,-9999,195.929651,-9999,79.866586
05/06/2016 00:00,2,1,1,-9999,-9999,173.544584,-9999,71.773885
06/06/2016 00:00,2,1,1,-9999,-9999,155.164871,-9999,66.009322
07/06/2016 00:00,2,1,1,-9999,-9999,108.415995,-9999,48.109066
08/06/2016 00:00,2,1,1,-9999,-9999,68.185813,-9999,34.054754
09/06/2016 00:00,2,1,1,-9999,-9999,52.193075,-9999,28.854980
10/06/2016 00:00,2,1,1,-9999,-9999,35.992118,-9999,22.679635
11/06/2016 00:00,2,1,1,-9999,-9999,23.145532,-9999,15.144234
12/06/2016 00:00,2,1,1,-9999,-9999,5.347067,-9999,3.384696
13/06/2016 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
14/06/2016 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
15/06/2016 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
16/06/2016 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
17/06/2016 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
18/06/2016 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
19/06/2016 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
20/06/2016 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
21/06/2016 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
22/06/2016 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
23/06/2016 00:00,2,1,1,-9999,-9999,0.000000,-9999,0.000000
