,sim,szn,terr,data_avail,rank,rank_stat
613,merra2,SEP,3,124.0,4.0,1.24
614,merra2,SEP,4,0.0,,
615,merra2,SEP,5,40.0,3.0,1.35
616,merra2,SEP,6,0.0,,
617,merra2,SEP,7,50.0,3.0,0.581
618,merra2,SEP,10,80.0,4.0,1.86
619,merra2,SEP,11,41.0,3.0,1.14
620,merra2,SEP,12,42.0,4.0,2.28
621,merra2,SEP,13,83.0,2.0,1.09
622,merra2,SEP,14,160.0,2.0,0.869
623,merra2,SEP,16,41.0,4.0,4.05
