time,sitename,obs,terr
2017-03-29,YK16-RV01,-0.075847544,3
2017-03-29,YK16-RV02,-6.093542,3
2017-03-29,YK16-RV03,-4.6839013,3
2017-03-29,YK16-RV04,-5.2658567,3
2017-03-29,YK16-SO01,-5.75729,1
2017-03-29,YK16-SO09,-1.178704,1
2017-03-30,ROCKT1,-15.77027,3
2017-03-30,ROCKT2,-13.582129,3
2017-03-30,ROCKT3,-15.919799,3
2017-03-30,YK16-RH01,-5.226379,3
2017-03-30,YK16-RH02,-4.2413335,3
2017-03-30,YK16-RH03,-5.0087576,3
2017-03-30,YK16-RV01,-0.63331676,3
2017-03-30,YK16-RV02,-3.9383714,3
2017-03-30,YK16-RV03,-3.4129655,3
2017-03-30,YK16-RV04,-3.6042,3
2017-03-30,YK16-SO01,-5.613409,1
2017-03-30,YK16-SO09,-1.0578306,1
2017-03-31,ROCKT1,-14.366799,3
2017-03-31,ROCKT2,-12.080821,3
2017-03-31,ROCKT3,-14.946563,3
2017-03-31,YK16-RH01,-4.989769,3
2017-03-31,YK16-RH02,-3.8947315,3
2017-03-31,YK16-RH03,-4.8489513,3
2017-03-31,YK16-RV01,1.3319876,3
2017-03-31,YK16-RV02,-1.9654074,3
2017-03-31,YK16-RV03,0.88006103,3
2017-03-31,YK16-RV04,-0.84617746,3
2017-03-31,YK16-SO01,-5.155911,1
2017-03-31,YK16-SO09,-0.919234,1
2017-04-01,ROCKT1,-11.346717,3
2017-04-01,ROCKT2,-9.443923,3
2017-04-01,ROCKT3,-13.599689,3
2017-04-01,YK16-RH01,-3.9910145,3
2017-04-01,YK16-RH02,-1.7766775,3
2017-04-01,YK16-RH03,-3.8996105,3
2017-04-01,YK16-RV01,5.116076,3
2017-04-01,YK16-RV02,0.018375106,3
2017-04-01,YK16-RV03,1.4286026,3
2017-04-01,YK16-RV04,4.6772337,3
2017-04-01,YK16-SO01,-3.9570065,1
2017-04-01,YK16-SO09,-0.73038393,1
2017-04-02,ROCKT1,-10.973365,3
2017-04-02,ROCKT2,-9.555225,3
2017-04-02,ROCKT3,-12.346618,3
2017-04-02,YK16-RH01,-3.2876089,3
2017-04-02,YK16-RH02,-1.23174,3
2017-04-02,YK16-RH03,-3.432113,3
2017-04-02,YK16-RV01,7.0742884,3
2017-04-02,YK16-RV02,-0.5270233,3
2017-04-02,YK16-RV03,2.4285426,3
2017-04-02,YK16-RV04,3.5500817,3
2017-04-02,YK16-SO01,-2.7133458,1
2017-04-02,YK16-SO09,-0.5670533,1
2017-04-03,ROCKT1,-10.914748,3
2017-04-03,ROCKT2,-9.32656,3
2017-04-03,ROCKT3,-10.970036,3
2017-04-03,YK16-RH01,-3.3685415,3
2017-04-03,YK16-RH02,-1.430358,3
2017-04-03,YK16-RH03,-3.7029831,3
2017-04-03,YK16-RV01,5.338272,3
2017-04-03,YK16-RV02,-1.8652651,3
2017-04-03,YK16-RV03,4.5325756,3
2017-04-03,YK16-RV04,0.92729217,3
2017-04-03,YK16-SO01,-3.4213276,1
2017-04-03,YK16-SO09,-0.5012592,1
2017-04-04,ROCKT1,-11.072969,3
2017-04-04,ROCKT2,-9.421284,3
2017-04-04,ROCKT3,-10.785948,3
2017-04-04,YK16-RH01,-3.2539325,3
2017-04-04,YK16-RH02,-1.3041669,3
2017-04-04,YK16-RH03,-3.7518713,3
2017-04-04,YK16-RV01,4.7546043,3
2017-04-04,YK16-RV02,-1.3367794,3
2017-04-04,YK16-RV03,0.6706602,3
2017-04-04,YK16-RV04,0.9257005,3
2017-04-04,YK16-SO01,-3.4930108,1
2017-04-04,YK16-SO09,-0.46059173,1
2017-04-05,ROCKT1,-12.781117,3
2017-04-05,ROCKT2,-11.3454075,3
2017-04-05,ROCKT3,-13.327362,3
2017-04-05,YK16-RH01,-3.2939343,3
2017-04-05,YK16-RH02,-1.605703,3
2017-04-05,YK16-RH03,-3.699689,3
2017-04-05,YK16-RV01,5.79247,3
2017-04-05,YK16-RV02,-2.4321342,3
2017-04-05,YK16-RV03,3.620028,3
2017-04-05,YK16-RV04,0.14753596,3
2017-04-05,YK16-SO01,-3.5685678,1
2017-04-05,YK16-SO09,-0.42554566,1
2017-04-06,ROCKT1,-12.19324,3
2017-04-06,ROCKT2,-10.752848,3
2017-04-06,ROCKT3,-12.368322,3
2017-04-06,YK16-RH01,-3.0035536,3
2017-04-06,YK16-RH02,-1.3255053,3
2017-04-06,YK16-RH03,-3.5823133,3
2017-04-06,YK16-RV01,8.186369,3
2017-04-06,YK16-RV02,0.6999627,3
2017-04-06,YK16-RV03,2.9913616,3
2017-04-06,YK16-RV04,6.120684,3
2017-04-06,YK16-SO01,-3.2620919,1
2017-04-06,YK16-SO09,-0.39879462,1
2017-04-07,ROCKT1,-13.1961975,3
2017-04-07,ROCKT2,-11.493085,3
2017-04-07,ROCKT3,-14.606831,3
2017-04-07,YK16-RH01,-2.2180417,3
2017-04-07,YK16-RH02,-1.054725,3
2017-04-07,YK16-RH03,-2.6182253,3
2017-04-07,YK16-RV01,6.5687847,3
2017-04-07,YK16-RV02,-1.0302289,3
2017-04-07,YK16-RV03,0.29368764,3
2017-04-07,YK16-RV04,4.7071323,3
2017-04-07,YK16-SO01,-2.5743804,1
2017-04-07,YK16-SO09,-0.35834387,1
2017-04-08,ROCKT1,-14.4250965,3
2017-04-08,ROCKT2,-12.604556,3
2017-04-08,ROCKT3,-17.800766,3
2017-04-08,YK16-RH01,-3.0625064,3
2017-04-08,YK16-RH02,-2.5520232,3
2017-04-08,YK16-RH03,-2.8658288,3
2017-04-08,YK16-RV01,1.5961856,3
2017-04-08,YK16-RV02,-6.352648,3
2017-04-08,YK16-RV03,-3.613306,3
2017-04-08,YK16-RV04,-2.5182095,3
2017-04-08,YK16-SO01,-2.7358341,1
2017-04-08,YK16-SO09,-0.3894539,1
2017-04-09,ROCKT1,-14.480427,3
2017-04-09,ROCKT2,-12.563984,3
2017-04-09,ROCKT3,-16.774239,3
2017-04-09,YK16-RH01,-3.73344,3
2017-04-09,YK16-RH02,-2.9298997,3
2017-04-09,YK16-RH03,-3.160842,3
2017-04-09,YK16-RV01,1.8332534,3
2017-04-09,YK16-RV02,-6.687354,3
2017-04-09,YK16-RV03,-0.0617785,3
2017-04-09,YK16-RV04,-2.867445,3
2017-04-09,YK16-SO01,-3.1955402,1
2017-04-09,YK16-SO09,-0.5907108,1
2017-04-10,ROCKT1,-14.4588785,3
2017-04-10,ROCKT2,-12.237615,3
2017-04-10,ROCKT3,-16.305477,3
2017-04-10,YK16-RH01,-3.483416,3
2017-04-10,YK16-RH02,-2.563726,3
2017-04-10,YK16-RH03,-3.2587287,3
2017-04-10,YK16-RV01,4.0996175,3
2017-04-10,YK16-RV02,-3.9207208,3
2017-04-10,YK16-RV03,-1.591649,3
2017-04-10,YK16-RV04,0.32692242,3
2017-04-10,YK16-SO01,-3.3962662,1
2017-04-10,YK16-SO09,-0.63464665,1
2017-04-11,ROCKT1,-14.442257,3
2017-04-11,ROCKT2,-12.0020895,3
2017-04-11,ROCKT3,-17.322454,3
2017-04-11,YK16-RH01,-3.718792,3
2017-04-11,YK16-RH02,-3.1489034,3
2017-04-11,YK16-RH03,-3.2778885,3
2017-04-11,YK16-RV01,5.57542,3
2017-04-11,YK16-RV02,-6.075798,3
2017-04-11,YK16-RV03,-0.35454315,3
2017-04-11,YK16-RV04,-0.43199295,3
2017-04-11,YK16-SO01,-3.54198,1
2017-04-11,YK16-SO09,-0.808847,1
2017-04-12,ROCKT1,-14.328559,3
2017-04-12,ROCKT2,-11.722686,3
2017-04-12,ROCKT3,-16.100183,3
2017-04-12,YK16-RH01,-3.981919,3
2017-04-12,YK16-RH02,-3.325779,3
2017-04-12,YK16-RH03,-3.4396749,3
2017-04-12,YK16-RV01,7.3822856,3
2017-04-12,YK16-RV02,-5.2738876,3
2017-04-12,YK16-RV03,0.23611116,3
2017-04-12,YK16-RV04,1.7496799,3
2017-04-12,YK16-SO01,-3.8190463,1
2017-04-12,YK16-SO09,-1.055886,1
2017-04-13,ROCKT1,-14.298018,3
2017-04-13,ROCKT2,-11.393223,3
2017-04-13,ROCKT3,-16.094437,3
2017-04-13,YK16-RH01,-3.8317165,3
2017-04-13,YK16-RH02,-2.951026,3
2017-04-13,YK16-RH03,-3.5452077,3
2017-04-13,YK16-RV01,9.206224,3
2017-04-13,YK16-RV02,-3.3740144,3
2017-04-13,YK16-RV03,2.060524,3
2017-04-13,YK16-RV04,4.25598,3
2017-04-13,YK16-SO01,-3.9316714,1
2017-04-13,YK16-SO09,-1.0890223,1
2017-04-14,ROCKT1,-14.34223,3
2017-04-14,ROCKT2,-11.641435,3
2017-04-14,ROCKT3,-15.887631,3
2017-04-14,YK16-RH01,-3.5740447,3
2017-04-14,YK16-RH02,-2.8624306,3
2017-04-14,YK16-RH03,-3.5092642,3
2017-04-14,YK16-RV01,8.137549,3
2017-04-14,YK16-RV02,-3.4545436,3
2017-04-14,YK16-RV03,3.7505803,3
2017-04-14,YK16-RV04,2.250874,3
2017-04-14,YK16-SO01,-3.8083222,1
2017-04-14,YK16-SO09,-0.9655823,1
2017-04-15,ROCKT1,-13.805716,3
2017-04-15,ROCKT2,-11.880977,3
2017-04-15,ROCKT3,-13.01197,3
2017-04-15,YK16-RH01,-3.4842005,3
2017-04-15,YK16-RH02,-2.7011466,3
2017-04-15,YK16-RH03,-3.4385595,3
2017-04-15,YK16-RV01,5.370046,3
2017-04-15,YK16-RV02,-2.6001005,3
2017-04-15,YK16-RV03,5.3801966,3
2017-04-15,YK16-RV04,1.2204552,3
2017-04-15,YK16-SO01,-3.7819815,1
2017-04-15,YK16-SO09,-0.8808691,1
2017-04-16,ROCKT1,-12.997177,3
2017-04-16,ROCKT2,-10.762168,3
2017-04-16,ROCKT3,-11.429675,3
2017-04-16,YK16-RH01,-3.2300525,3
2017-04-16,YK16-RH02,-2.5157754,3
2017-04-16,YK16-RH03,-3.3550048,3
2017-04-16,YK16-RV01,3.8162203,3
2017-04-16,YK16-RV02,-1.1702026,3
2017-04-16,YK16-RV03,1.1755843,3
2017-04-16,YK16-RV04,2.496035,3
2017-04-16,YK16-SO01,-3.728609,1
2017-04-16,YK16-SO09,-0.8012831,1
2017-04-17,ROCKT1,-15.324472,3
2017-04-17,ROCKT2,-12.957503,3
2017-04-17,ROCKT3,-18.63338,3
2017-04-17,YK16-RH01,-3.8081663,3
2017-04-17,YK16-RH02,-4.156046,3
2017-04-17,YK16-RH03,-3.3250723,3
2017-04-17,YK16-RV01,-0.09110473,3
2017-04-17,YK16-RV02,-6.836546,3
2017-04-17,YK16-RV03,-4.9503956,3
2017-04-17,YK16-RV04,-1.1792693,3
2017-04-17,YK16-SO01,-3.8411152,1
2017-04-17,YK16-SO09,-1.1449331,1
2017-04-18,ROCKT1,-14.980914,3
2017-04-18,ROCKT2,-12.459712,3
2017-04-18,ROCKT3,-17.149132,3
2017-04-18,YK16-RH01,-4.4385576,3
2017-04-18,YK16-RH02,-4.6471605,3
2017-04-18,YK16-RH03,-3.527288,3
2017-04-18,YK16-RV01,2.2013862,3
2017-04-18,YK16-RV02,-7.2453213,3
2017-04-18,YK16-RV03,-4.125612,3
2017-04-18,YK16-RV04,-0.17695081,3
2017-04-18,YK16-SO01,-4.2263765,1
2017-04-18,YK16-SO09,-1.6525136,1
2017-04-19,ROCKT1,-13.53149,3
2017-04-19,ROCKT2,-11.56104,3
2017-04-19,ROCKT3,-14.519253,3
2017-04-19,YK16-RH01,-4.393492,3
2017-04-19,YK16-RH02,-4.252962,3
2017-04-19,YK16-RH03,-3.6918619,3
2017-04-19,YK16-RV01,4.3805013,3
2017-04-19,YK16-RV02,-5.0066733,3
2017-04-19,YK16-RV03,-2.5368824,3
2017-04-19,YK16-RV04,2.6715984,3
2017-04-19,YK16-SO01,-4.3961425,1
2017-04-19,YK16-SO09,-1.6859248,1
2017-04-20,ROCKT1,-13.905918,3
2017-04-20,ROCKT2,-11.8856735,3
2017-04-20,ROCKT3,-15.7406645,3
2017-04-20,YK16-RH01,-4.385132,3
2017-04-20,YK16-RH02,-4.2640886,3
2017-04-20,YK16-RH03,-3.7331421,3
2017-04-20,YK16-RV01,2.2467594,3
2017-04-20,YK16-RV02,-5.0921993,3
2017-04-20,YK16-RV03,-1.6123184,3
2017-04-20,YK16-RV04,0.41636953,3
2017-04-20,YK16-SO01,-4.4133024,1
2017-04-20,YK16-SO09,-1.5951163,1
2017-04-21,ROCKT1,-15.021543,3
2017-04-21,ROCKT2,-12.54412,3
2017-04-21,ROCKT3,-18.649258,3
2017-04-21,YK16-RH01,-4.83304,3
2017-04-21,YK16-RH02,-5.2435923,3
2017-04-21,YK16-RH03,-3.794353,3
2017-04-21,YK16-RV01,-0.38724303,3
2017-04-21,YK16-RV02,-7.091939,3
2017-04-21,YK16-RV03,-5.130846,3
2017-04-21,YK16-RV04,-1.4890785,3
2017-04-21,YK16-SO01,-4.606127,1
2017-04-21,YK16-SO09,-1.9291941,1
2017-04-22,ROCKT1,-15.813683,3
2017-04-22,ROCKT2,-13.175978,3
2017-04-22,ROCKT3,-19.68876,3
2017-04-22,YK16-RH01,-5.251586,3
2017-04-22,YK16-RH02,-5.6880865,3
2017-04-22,YK16-RH03,-3.9649339,3
2017-04-22,YK16-RV01,0.773182,3
2017-04-22,YK16-RV02,-7.9336567,3
2017-04-22,YK16-RV03,-6.904467,3
2017-04-22,YK16-RV04,-1.1356233,3
2017-04-22,YK16-SO01,-4.9358544,1
2017-04-22,YK16-SO09,-2.2886515,1
2017-04-23,ROCKT1,-15.658741,3
2017-04-23,ROCKT2,-12.880282,3
2017-04-23,ROCKT3,-18.89787,3
2017-04-23,YK16-RH01,-5.2749677,3
2017-04-23,YK16-RH02,-5.385219,3
2017-04-23,YK16-RH03,-4.09879,3
2017-04-23,YK16-RV01,2.8138123,3
2017-04-23,YK16-RV02,-6.945885,3
2017-04-23,YK16-RV03,-3.3450232,3
2017-04-23,YK16-RV04,0.27241737,3
2017-04-23,YK16-SO01,-5.123807,1
2017-04-23,YK16-SO09,-2.3057458,1
2017-04-24,ROCKT1,-15.654293,3
2017-04-24,ROCKT2,-12.606649,3
2017-04-24,ROCKT3,-17.662819,3
2017-04-24,YK16-RH01,-5.1445584,3
2017-04-24,YK16-RH02,-5.2642217,3
2017-04-24,YK16-RH03,-4.1423273,3
2017-04-24,YK16-RV01,3.3185577,3
2017-04-24,YK16-RV02,-6.2142334,3
2017-04-24,YK16-RV03,0.0015987158,3
2017-04-24,YK16-RV04,-0.22081745,3
2017-04-24,YK16-SO01,-5.1265836,1
2017-04-24,YK16-SO09,-2.1250274,1
2017-04-25,ROCKT1,-14.533856,3
2017-04-25,ROCKT2,-11.416659,3
2017-04-25,ROCKT3,-15.219845,3
2017-04-25,YK16-RH01,-4.6205506,3
2017-04-25,YK16-RH02,-4.28672,3
2017-04-25,YK16-RH03,-4.090798,3
2017-04-25,YK16-RV01,5.785864,3
2017-04-25,YK16-RV02,-3.3082798,3
2017-04-25,YK16-RV03,2.2270463,3
2017-04-25,YK16-RV04,2.513226,3
2017-04-25,YK16-SO01,-5.0348883,1
2017-04-25,YK16-SO09,-1.8947403,1
2017-04-26,ROCKT1,-11.697268,3
2017-04-26,ROCKT2,-9.716616,3
2017-04-26,ROCKT3,-10.126115,3
2017-04-26,YK16-RH01,-3.0543952,3
2017-04-26,YK16-RH02,-1.7017407,3
2017-04-26,YK16-RH03,-3.3457131,3
2017-04-26,YK16-RV01,9.137747,3
2017-04-26,YK16-RV02,0.12488394,3
2017-04-26,YK16-RV03,6.221225,3
2017-04-26,YK16-RV04,4.826457,3
2017-04-26,YK16-SO01,-4.101757,1
2017-04-26,YK16-SO09,-1.0857239,1
2017-04-27,ROCKT1,-10.930839,3
2017-04-27,ROCKT2,-9.781095,3
2017-04-27,ROCKT3,-8.415913,3
2017-04-27,YK16-RH01,-0.7721176,3
2017-04-27,YK16-RH02,0.35196427,3
2017-04-27,YK16-RH03,-1.7331109,3
2017-04-27,YK16-RV01,12.376648,3
2017-04-27,YK16-RV02,2.343246,3
2017-04-27,YK16-RV03,9.8569975,3
2017-04-27,YK16-RV04,9.106328,3
2017-04-27,YK16-SO01,-2.5857236,1
2017-04-27,YK16-SO09,-0.5802313,1
2017-04-28,ROCKT1,-12.499346,3
2017-04-28,ROCKT2,-11.089015,3
2017-04-28,ROCKT3,-13.243559,3
2017-04-28,YK16-RH01,-0.1887529,3
2017-04-28,YK16-RH02,0.3307997,3
2017-04-28,YK16-RH03,-0.810208,3
2017-04-28,YK16-RV01,10.32344,3
2017-04-28,YK16-RV02,1.2572355,3
2017-04-28,YK16-RV03,8.205435,3
2017-04-28,YK16-RV04,6.507598,3
2017-04-28,YK16-SO01,-1.7694618,1
2017-04-28,YK16-SO09,-0.24426498,1
2017-04-29,ROCKT1,-11.846248,3
2017-04-29,ROCKT2,-10.548824,3
2017-04-29,ROCKT3,-11.686716,3
2017-04-29,YK16-RH01,0.94414175,3
2017-04-29,YK16-RH02,1.277862,3
2017-04-29,YK16-RH03,-0.6136347,3
2017-04-29,YK16-RV01,9.240016,3
2017-04-29,YK16-RV02,2.6211743,3
2017-04-29,YK16-RV03,10.072189,3
2017-04-29,YK16-RV04,6.8719573,3
2017-04-29,YK16-SO01,-1.472375,1
2017-04-29,YK16-SO09,-0.14377065,1
2017-04-30,ROCKT1,-11.7515135,3
2017-04-30,ROCKT2,-10.820015,3
2017-04-30,ROCKT3,-11.678637,3
2017-04-30,YK16-RH01,1.8557724,3
2017-04-30,YK16-RH02,2.1483386,3
2017-04-30,YK16-RH03,-0.331093,3
2017-04-30,YK16-RV01,11.720575,3
2017-04-30,YK16-RV02,4.1125994,3
2017-04-30,YK16-RV03,8.668407,3
2017-04-30,YK16-RV04,7.8323517,3
2017-04-30,YK16-SO01,-1.102983,1
2017-04-30,YK16-SO09,-0.062433053,1
2017-05-01,ROCKT1,-12.154943,3
2017-05-01,ROCKT2,-10.964814,3
2017-05-01,ROCKT3,-12.507407,3
2017-05-01,YK16-RH01,1.8628601,3
2017-05-01,YK16-RH02,2.5498993,3
2017-05-01,YK16-RH03,-0.23163731,3
2017-05-01,YK16-RV01,11.887609,3
2017-05-01,YK16-RV02,2.0120044,3
2017-05-01,YK16-RV03,5.7865005,3
2017-05-01,YK16-RV04,6.193944,3
2017-05-01,YK16-SO01,-0.87018764,1
2017-05-01,YK16-SO09,-0.061366413,1
2017-05-02,ROCKT1,-12.099436,3
2017-05-02,ROCKT2,-10.328148,3
2017-05-02,ROCKT3,-12.95141,3
2017-05-02,YK16-RH01,1.6209905,3
2017-05-02,YK16-RH02,2.6370916,3
2017-05-02,YK16-RH03,-0.17342421,3
2017-05-02,YK16-RV01,10.410049,3
2017-05-02,YK16-RV02,0.8837931,3
2017-05-02,YK16-RV03,9.625098,3
2017-05-02,YK16-RV04,5.297142,3
2017-05-02,YK16-SO01,-0.73190975,1
2017-05-02,YK16-SO09,-0.061819714,1
2017-05-03,ROCKT1,-11.5881815,3
2017-05-03,ROCKT2,-10.103514,3
2017-05-03,ROCKT3,-11.763918,3
2017-05-03,YK16-RH01,2.223391,3
2017-05-03,YK16-RH02,3.669665,3
2017-05-03,YK16-RH03,-0.10116758,3
2017-05-03,YK16-RV01,9.859511,3
2017-05-03,YK16-RV02,2.7411132,3
2017-05-03,YK16-RV03,9.213434,3
2017-05-03,YK16-RV04,6.8566856,3
2017-05-03,YK16-SO01,-0.66392875,1
2017-05-03,YK16-SO09,-0.06014385,1
2017-05-04,ROCKT1,-11.108962,3
2017-05-04,ROCKT2,-9.78714,3
2017-05-04,ROCKT3,-10.930209,3
2017-05-04,YK16-RH01,3.8120372,3
2017-05-04,YK16-RH02,4.875237,3
2017-05-04,YK16-RH03,0.0011146143,3
2017-05-04,YK16-RV01,10.836355,3
2017-05-04,YK16-RV02,4.6483054,3
2017-05-04,YK16-RV03,9.89447,3
2017-05-04,YK16-RV04,8.019935,3
2017-05-04,YK16-SO01,-0.61726683,1
2017-05-04,YK16-SO09,-0.03706552,1
2017-05-05,ROCKT1,-10.557607,3
2017-05-05,ROCKT2,-9.727612,3
2017-05-05,ROCKT3,-9.883845,3
2017-05-05,YK16-RH01,5.510927,3
2017-05-05,YK16-RH02,5.868122,3
2017-05-05,YK16-RH03,1.3675368,3
2017-05-05,YK16-RV01,12.45133,3
2017-05-05,YK16-RV02,6.672888,3
2017-05-05,YK16-RV03,9.549675,3
2017-05-05,YK16-RV04,11.252209,3
2017-05-05,YK16-SO01,-0.5947479,1
2017-05-05,YK16-SO09,0.14349669,1
2017-05-06,ROCKT1,-8.996285,3
2017-05-06,ROCKT2,-8.546721,3
2017-05-06,ROCKT3,-7.864863,3
2017-05-06,YK16-RH01,5.4067535,3
2017-05-06,YK16-RH02,5.1697803,3
2017-05-06,YK16-RH03,2.5305924,3
2017-05-06,YK16-RV01,10.658916,3
2017-05-06,YK16-RV02,5.678337,3
2017-05-06,YK16-RV03,10.916849,3
2017-05-06,YK16-RV04,8.008529,3
2017-05-06,YK16-SO01,-0.5741812,1
2017-05-06,YK16-SO09,0.42374262,1
2017-05-07,ROCKT1,-6.3982115,3
2017-05-07,ROCKT2,-7.2344837,3
2017-05-07,ROCKT3,-5.660549,3
2017-05-07,YK16-RH01,3.4710944,3
2017-05-07,YK16-RH02,2.7924736,3
2017-05-07,YK16-RH03,2.1684797,3
2017-05-07,YK16-RV01,5.7762256,3
2017-05-07,YK16-RV02,3.8352475,3
2017-05-07,YK16-RV03,6.3146935,3
2017-05-07,YK16-RV04,4.7614946,3
2017-05-07,YK16-SO01,-0.5552615,1
2017-05-07,YK16-SO09,0.3671552,1
2017-05-08,ROCKT1,-5.1725817,3
2017-05-08,ROCKT2,-6.5639915,3
2017-05-08,ROCKT3,-4.0317845,3
2017-05-08,YK16-RH01,5.098532,3
2017-05-08,YK16-RH02,4.8664217,3
2017-05-08,YK16-RH03,3.231221,3
2017-05-08,YK16-RV01,8.120075,3
2017-05-08,YK16-RV02,3.8105326,3
2017-05-08,YK16-RV03,4.649781,3
2017-05-08,YK16-RV04,7.473714,3
2017-05-08,YK16-SO01,-0.53942764,1
2017-05-08,YK16-SO09,0.39651954,1
2017-05-09,ROCKT1,-4.0598865,3
2017-05-09,ROCKT2,-4.993595,3
2017-05-09,ROCKT3,-3.0742803,3
2017-05-09,YK16-RH01,8.493452,3
2017-05-09,YK16-RH02,8.976902,3
2017-05-09,YK16-RH03,6.201416,3
2017-05-09,YK16-RV01,12.843548,3
2017-05-09,YK16-RV02,5.6736097,3
2017-05-09,YK16-RV03,13.145475,3
2017-05-09,YK16-RV04,9.671822,3
2017-05-09,YK16-SO01,-0.5233457,1
2017-05-09,YK16-SO09,0.60871494,1
2017-05-10,ROCKT1,-2.0366397,3
2017-05-10,ROCKT2,-5.0071907,3
2017-05-10,ROCKT3,-0.98367393,3
2017-05-10,YK16-RH01,11.060508,3
2017-05-10,YK16-RH02,10.652531,3
2017-05-10,YK16-RH03,8.088758,3
2017-05-10,YK16-RV01,14.367798,3
2017-05-10,YK16-RV02,8.336468,3
2017-05-10,YK16-RV03,13.5222,3
2017-05-10,YK16-RV04,12.274624,3
2017-05-10,YK16-SO01,-0.5063143,1
2017-05-10,YK16-SO09,0.9290432,1
2017-05-11,ROCKT1,-1.0838977,3
2017-05-11,ROCKT2,-4.5854793,3
2017-05-11,ROCKT3,0.3059627,3
2017-05-11,YK16-RH01,11.604261,3
2017-05-11,YK16-RH02,10.509247,3
2017-05-11,YK16-RH03,8.703419,3
2017-05-11,YK16-RV01,14.806732,3
2017-05-11,YK16-RV02,7.5639334,3
2017-05-11,YK16-RV03,14.534772,3
2017-05-11,YK16-RV04,11.839241,3
2017-05-11,YK16-SO01,-0.4887662,1
2017-05-11,YK16-SO09,1.3046486,1
2017-05-12,ROCKT1,-0.11914357,3
2017-05-12,ROCKT2,-3.8683903,3
2017-05-12,ROCKT3,0.7509083,3
2017-05-12,YK16-RH01,12.509251,3
2017-05-12,YK16-RH02,10.949819,3
2017-05-12,YK16-RH03,10.495485,3
2017-05-12,YK16-RV01,15.4719515,3
2017-05-12,YK16-RV02,7.4944477,3
2017-05-12,YK16-RV03,14.591883,3
2017-05-12,YK16-RV04,12.461529,3
2017-05-12,YK16-SO01,-0.47137684,1
2017-05-12,YK16-SO09,1.607082,1
2017-05-13,ROCKT1,0.10108022,3
2017-05-13,ROCKT2,-3.673344,3
2017-05-13,ROCKT3,3.4046886,3
2017-05-13,YK16-RH01,13.087681,3
2017-05-13,YK16-RH02,11.593465,3
2017-05-13,YK16-RH03,11.978524,3
2017-05-13,YK16-RV01,15.509199,3
2017-05-13,YK16-RV02,8.630991,3
2017-05-13,YK16-RV03,17.109646,3
2017-05-13,YK16-RV04,13.497962,3
2017-05-13,YK16-SO01,-0.4502449,1
2017-05-13,YK16-SO09,1.9051464,1
2017-05-14,ROCKT1,0.952322,3
2017-05-14,ROCKT2,-2.9313262,3
2017-05-14,ROCKT3,1.4085582,3
2017-05-14,YK16-RH01,13.472958,3
2017-05-14,YK16-RH02,12.090261,3
2017-05-14,YK16-RH03,12.932196,3
2017-05-14,YK16-RV01,15.598019,3
2017-05-14,YK16-RV02,9.239676,3
2017-05-14,YK16-RV03,18.613894,3
2017-05-14,YK16-RV04,13.121553,3
2017-05-14,YK16-SO01,-0.42989355,1
2017-05-14,YK16-SO09,2.1388302,1
2017-05-15,ROCKT1,1.5274886,3
2017-05-15,ROCKT2,-3.093189,3
2017-05-15,ROCKT3,2.8499498,3
2017-05-15,YK16-RH01,14.535817,3
2017-05-15,YK16-RH02,13.180177,3
2017-05-15,YK16-RH03,14.083609,3
2017-05-15,YK16-RV01,16.200056,3
2017-05-15,YK16-RV02,11.037952,3
2017-05-15,YK16-RV03,17.291521,3
2017-05-15,YK16-RV04,15.105493,3
2017-05-15,YK16-SO01,-0.41134495,1
2017-05-15,YK16-SO09,2.4832535,1
2017-05-16,ROCKT1,2.0129347,3
2017-05-16,ROCKT2,-2.852496,3
2017-05-16,ROCKT3,2.4283226,3
2017-05-16,YK16-RH01,15.761017,3
2017-05-16,YK16-RH02,14.386649,3
2017-05-16,YK16-RH03,14.9098425,3
2017-05-16,YK16-RV01,17.838123,3
2017-05-16,YK16-RV02,11.28739,3
2017-05-16,YK16-RV03,17.172785,3
2017-05-16,YK16-RV04,16.567348,3
2017-05-16,YK16-SO01,-0.39402217,1
2017-05-16,YK16-SO09,2.9465044,1
2017-05-17,ROCKT1,3.3850431,3
2017-05-17,ROCKT2,-1.6192642,3
2017-05-17,ROCKT3,2.9168153,3
2017-05-17,YK16-RH01,16.461287,3
2017-05-17,YK16-RH02,15.108976,3
2017-05-17,YK16-RH03,15.139032,3
2017-05-17,YK16-RV01,18.458122,3
2017-05-17,YK16-RV02,12.219254,3
2017-05-17,YK16-RV03,16.788563,3
2017-05-17,YK16-RV04,17.896599,3
2017-05-17,YK16-SO01,-0.3780892,1
2017-05-17,YK16-SO09,3.4634516,1
2017-05-18,ROCKT1,6.5668693,3
2017-05-18,ROCKT2,1.2085856,3
2017-05-18,ROCKT3,5.0718336,3
2017-05-18,YK16-RH01,17.545742,3
2017-05-18,YK16-RH02,16.63382,3
2017-05-18,YK16-RH03,16.410275,3
2017-05-18,YK16-RV01,19.9805,3
2017-05-18,YK16-RV02,14.165913,3
2017-05-18,YK16-RV03,18.67468,3
2017-05-18,YK16-RV04,20.034973,3
2017-05-18,YK16-SO01,-0.36234248,1
2017-05-18,YK16-SO09,3.9434025,1
2017-05-19,ROCKT1,9.31486,3
2017-05-19,ROCKT2,3.6552656,3
2017-05-19,ROCKT3,7.1240587,3
2017-05-19,YK16-RH01,18.00168,3
2017-05-19,YK16-RH02,17.050705,3
