,site,sim,szn,terr,data_avail,RMSE,MAE,R2,NSE,BIAS
23,KDI-E-Ttop,jra5,JJA,NoSnow,100.0,4.2273173332214355,3.664598226547241,-0.6739287396324694,-0.6739287376403809,3.562687873840332
24,KDI-E-Ttop,jra5,SON,NoSnow,100.0,11.15983772277832,8.032370567321777,-7.590169307916792,-7.5901689529418945,-7.814920425415039
25,KDI-E-Ttop,merr,ALL,NoSnow,100.0,6.7788214683532715,5.390735149383545,0.3943675970406524,0.3943675756454468,-5.034921646118164
26,KDI-E-Ttop,merr,DJF,NoSnow,100.0,11.200605392456055,10.677847862243652,-7.397020206226506,-7.39702033996582,-10.677849769592285
27,KDI-E-Ttop,merr,MAM,NoSnow,100.0,3.7687020301818848,2.906951904296875,0.3924069817110901,0.39240700006484985,-1.6443946361541748
28,KDI-E-Ttop,merr,JJA,NoSnow,100.0,3.597679615020752,3.101578712463379,-0.2124174204985365,-0.21241748332977295,-2.9354751110076904
29,KDI-E-Ttop,merr,SON,NoSnow,100.0,6.001880168914795,5.211564540863037,-1.4846230476519948,-1.4846231937408447,-5.207993507385254
30,KDI-E-Tbot,era5,ALL,Snow,100.0,11.78847885131836,8.646062850952148,-1.753707998285595,-1.7537081241607666,-7.457588195800781
31,KDI-E-Tbot,era5,DJF,Snow,100.0,19.645723342895508,18.941974639892578,-85.05447930788037,-85.05448150634766,-18.941970825195312
32,KDI-E-Tbot,era5,MAM,Snow,100.0,9.725226402282715,7.5185866355896,-9.97878498570366,-9.978785514831543,-7.208367347717285
33,KDI-E-Tbot,era5,JJA,Snow,100.0,2.8205015659332275,2.2102696895599365,0.4311242124959366,0.431124210357666,1.8403937816619873
34,KDI-E-Tbot,era5,SON,Snow,100.0,9.1816987991333,6.7178955078125,-5.014773152046529,-5.014772891998291,-6.639535903930664
35,KDI-E-Tbot,jra5,ALL,Snow,100.0,13.547996520996094,10.071456909179688,-2.6370772555156954,-2.6370770931243896,-8.079100608825684
36,KDI-E-Tbot,jra5,DJF,Snow,100.0,22.725988388061523,22.1708927154541,-114.1550458362874,-114.15504455566406,-22.170900344848633
37,KDI-E-Tbot,jra5,MAM,Snow,100.0,9.488576889038086,7.3135881423950195,-9.4509803876806,-9.450980186462402,-5.981330394744873
38,KDI-E-Tbot,jra5,JJA,Snow,100.0,3.7453935146331787,3.143134117126465,-0.0031355711299236866,-0.00313568115234375,2.9394822120666504
39,KDI-E-Tbot,jra5,SON,Snow,100.0,11.664532661437988,8.54959774017334,-8.707509978439296,-8.707509994506836,-8.453710556030273
40,KDI-E-Tbot,merr,ALL,Snow,100.0,8.829137802124023,7.311173915863037,-0.5446816513966597,-0.5446816682815552,-7.210884094238281
41,KDI-E-Tbot,merr,DJF,Snow,100.0,14.289915084838867,14.022736549377441,-44.52990260093221,-44.52989959716797,-14.022747993469238
42,KDI-E-Tbot,merr,MAM,Snow,100.0,7.332348346710205,6.05751371383667,-5.240810245470849,-5.240810871124268,-5.88976526260376
43,KDI-E-Tbot,merr,JJA,Snow,100.0,4.2826128005981445,3.7686009407043457,-0.3115425158321403,-0.3115425109863281,-3.5498061180114746
44,KDI-E-Tbot,merr,SON,Snow,100.0,6.585296630859375,5.8542280197143555,-2.0940254416006603,-2.0940253734588623,-5.854227066040039
45,KDI-R3,era5,ALL,Rock,100.0,7.1788010597229,5.844267845153809,0.704129196826629,0.7041292190551758,-5.6294264793396
46,KDI-R3,era5,DJF,Rock,100.0,10.559911727905273,9.766554832458496,-6.134405673592118,-6.134406089782715,-9.765447616577148
47,KDI-R3,era5,MAM,Rock,100.0,5.714227199554443,4.487443923950195,0.2014710488228022,0.20147103071212769,-4.18507719039917
48,KDI-R3,era5,JJA,Rock,100.0,5.783199787139893,4.836704254150391,-0.025603580003335402,-0.025603532791137695,-4.39504337310791
49,KDI-R3,era5,SON,Rock,100.0,5.5742106437683105,4.436018943786621,0.47696227612817665,0.47696226835250854,-4.34755277633667
50,KDI-R3,jra5,ALL,Rock,100.0,8.536991119384766,6.738672256469727,0.5815843790936543,0.5815843939781189,-6.233354568481445
51,KDI-R3,jra5,DJF,Rock,100.0,13.576762199401855,12.999022483825684,-10.793146068054517,-10.793147087097168,-12.999019622802734
52,KDI-R3,jra5,MAM,Rock,100.0,5.265655994415283,4.001114368438721,0.32192057776259964,0.32192057371139526,-2.937234401702881
53,KDI-R3,jra5,JJA,Rock,100.0,4.934539318084717,4.129886150360107,0.2533168087085982,0.25331687927246094,-3.2893779277801514
54,KDI-R3,jra5,SON,Rock,100.0,7.8398542404174805,6.171520709991455,-0.034623358981612506,-0.03462338447570801,-6.099038124084473
55,KDI-R3,merr,ALL,Rock,100.0,6.909821510314941,5.552480697631836,0.7258855150657233,0.7258855402469635,-5.290407657623291
56,KDI-R3,merr,DJF,Rock,100.0,5.858426094055176,5.1155853271484375,-1.1958322651805924,-1.1958322525024414,-4.815858840942383
57,KDI-R3,merr,MAM,Rock,100.0,3.8090860843658447,3.0544071197509766,0.6451725677216997,0.6451725661754608,-2.7720956802368164
58,KDI-R3,merr,JJA,Rock,100.0,10.632684707641602,9.71351432800293,-2.4668015908970506,-2.466801404953003,-9.691527366638184
59,KDI-R3,merr,SON,Rock,100.0,4.765961170196533,3.92730450630188,0.6176445431506377,0.6176445186138153,-3.4585347175598145
60,KDI-W-Wet1,era5,ALL,Organic,100.0,11.81197452545166,8.529084205627441,-1.334205676649817,-1.3342061042785645,-6.8299078941345215
61,KDI-W-Wet1,era5,DJF,Organic,100.0,20.06679916381836,19.28910255432129,-23.596350354863116,-23.596349716186523,-19.289104461669922
62,KDI-W-Wet1,era5,MAM,Organic,100.0,7.6487507820129395,5.721317291259766,-2.9282414386734197,-2.928241014480591,-4.129654884338379
63,KDI-W-Wet1,era5,JJA,Organic,100.0,3.109056234359741,2.4962096214294434,0.31908209317593195,0.3190821409225464,2.259279251098633
64,KDI-W-Wet1,era5,SON,Organic,100.0,10.13855266571045,7.309327602386475,-9.841635376560276,-9.841635704040527,-7.166459083557129
65,KDI-W-Wet1,jra5,ALL,Organic,100.0,13.728671073913574,10.13542366027832,-2.1531973130798865,-2.1531975269317627,-7.432290077209473
66,KDI-W-Wet1,jra5,DJF,Organic,100.0,23.205604553222656,22.517641067504883,-31.892754260922253,-31.892757415771484,-22.517641067504883
67,KDI-W-Wet1,jra5,MAM,Organic,100.0,7.851855278015137,6.202597618103027,-3.1396317284469033,-3.139631748199463,-2.8806869983673096
68,KDI-W-Wet1,jra5,JJA,Organic,100.0,4.098466396331787,3.5078301429748535,-0.18326043425736782,-0.18326044082641602,3.3736844062805176
69,KDI-W-Wet1,jra5,SON,Organic,100.0,12.559561729431152,9.096166610717773,-15.63764277418683,-15.637645721435547,-8.917926788330078
70,KDI-W-Wet1,merr,ALL,Organic,100.0,8.878623008728027,6.9838151931762695,-0.3188195173028474,-0.31881964206695557,-6.498137950897217
71,KDI-W-Wet1,merr,DJF,Organic,100.0,14.97170352935791,14.346317291259766,-12.691685336050835,-12.691685676574707,-14.346311569213867
72,KDI-W-Wet1,merr,MAM,Organic,100.0,5.5258378982543945,4.237276077270508,-1.0502810974827925,-1.050281047821045,-2.734161376953125
73,KDI-W-Wet1,merr,JJA,Organic,100.0,3.9650044441223145,3.486818790435791,-0.10745215186680857,-0.10745203495025635,-3.057020902633667
74,KDI-W-Wet1,merr,SON,Organic,100.0,7.260047435760498,6.291962146759033,-4.559321030510543,-4.559321880340576,-6.291959762573242
75,KDI-E-ShrubT,era5,ALL,Snow,100.0,14.092710494995117,10.653785705566406,-6.723333847963858,-6.723333358764648,-8.48193073272705
76,KDI-E-ShrubT,era5,DJF,Snow,100.0,22.789663314819336,22.019245147705078,-72.24203313624982,-72.24202728271484,-22.019237518310547
77,KDI-E-ShrubT,era5,MAM,Snow,100.0,13.057831764221191,10.448840141296387,-96.41783809647922,-96.41783142089844,-10.111285209655762
78,KDI-E-ShrubT,era5,JJA,Snow,100.0,4.507861137390137,3.7324767112731934,-0.4655987901513414,-0.4655987024307251,3.724576234817505
79,KDI-E-ShrubT,era5,SON,Snow,100.0,10.356413841247559,7.290104866027832,-17.07269373451349,-17.072694778442383,-6.9903483390808105
80,KDI-E-ShrubT,jra5,ALL,Snow,100.0,15.795886039733887,12.072898864746094,-8.702947555436241,-8.702947616577148,-9.102712631225586
81,KDI-E-ShrubT,jra5,DJF,Snow,100.0,25.88844108581543,25.255937576293945,-93.51404428725584,-93.5140380859375,-25.255935668945312
82,KDI-E-ShrubT,jra5,MAM,Snow,100.0,12.710745811462402,10.027518272399902,-91.3078152188557,-91.30780792236328,-8.884878158569336
83,KDI-E-ShrubT,jra5,JJA,Snow,100.0,5.540172100067139,4.850587368011475,-1.2137091415713397,-1.2137091159820557,4.827313423156738
84,KDI-E-ShrubT,jra5,SON,Snow,100.0,12.831708908081055,9.102187156677246,-26.744260968622513,-26.744258880615234,-8.801926612854004
85,KDI-E-ShrubT,merr,ALL,Snow,100.0,10.76181411743164,8.45697021484375,-3.5038792660966394,-3.5038790702819824,-8.215986251831055
86,KDI-E-ShrubT,merr,DJF,Snow,100.0,17.384445190429688,17.08934783935547,-41.61928564587587,-41.61928939819336,-17.08934211730957
87,KDI-E-ShrubT,merr,MAM,Snow,100.0,10.561200141906738,8.897231101989746,-62.726918508920555,-62.72691345214844,-8.763808250427246
88,KDI-E-ShrubT,merr,JJA,Snow,100.0,2.8290064334869385,2.408613681793213,0.4227793000542003,0.4227793216705322,-1.6388165950775146
89,KDI-E-ShrubT,merr,SON,Snow,100.0,7.431864261627197,6.180268287658691,-8.306786081754291,-8.306785583496094,-6.179920673370361
90,KDI-W-Snowdrift,era5,ALL,Snow,100.0,14.290740966796875,10.643506050109863,-7.167225385238698,-7.167226791381836,-8.677093505859375
91,KDI-W-Snowdrift,era5,DJF,Snow,100.0,23.52924156188965,22.72357940673828,-115.02748614357296,-115.02748107910156,-22.723583221435547
92,KDI-W-Snowdrift,era5,MAM,Snow,100.0,12.81796932220459,10.144647598266602,-60.26754150834226,-60.26754379272461,-9.848184585571289
93,KDI-W-Snowdrift,era5,JJA,Snow,100.0,4.05362606048584,3.4015018939971924,-0.3778276899370481,-0.37782764434814453,3.3821637630462646
94,KDI-W-Snowdrift,era5,SON,Snow,100.0,10.369693756103516,7.244956016540527,-15.11817137788858,-15.118171691894531,-7.013129711151123
95,KDI-W-Snowdrift,jra5,ALL,Snow,100.0,15.983322143554688,12.044206619262695,-9.216429938003717,-9.216431617736816,-9.276619911193848
96,KDI-W-Snowdrift,jra5,DJF,Snow,100.0,26.60669708251953,25.95844268798828,-147.3634649481545,-147.36346435546875,-25.958438873291016
97,KDI-W-Snowdrift,jra5,MAM,Snow,100.0,12.467696189880371,9.690393447875977,-56.964810674943024,-56.96480941772461,-8.601532936096191
98,KDI-W-Snowdrift,jra5,JJA,Snow,100.0,5.083240985870361,4.508704662322998,-1.1666510939709345,-1.1666510105133057,4.486109733581543
99,KDI-W-Snowdrift,jra5,SON,Snow,100.0,12.805890083312988,9.029315948486328,-23.58122003919614,-23.581218719482422,-8.76555061340332
100,KDI-W-Snowdrift,merr,ALL,Snow,100.0,10.933349609375,8.497576713562012,-3.780480190536103,-3.7804808616638184,-8.347508430480957
101,KDI-W-Snowdrift,merr,DJF,Snow,100.0,18.036157608032227,17.770179748535156,-67.1762512019111,-67.17625427246094,-17.77018928527832
102,KDI-W-Snowdrift,merr,MAM,Snow,100.0,10.250371932983398,8.528249740600586,-38.18061290324772,-38.18061447143555,-8.427969932556152
103,KDI-W-Snowdrift,merr,JJA,Snow,100.0,2.7648961544036865,2.346435070037842,0.3589894125534846,0.358989417552948,-1.8943982124328613
104,KDI-W-Snowdrift,merr,SON,Snow,100.0,7.40947961807251,6.131275177001953,-7.229232723221129,-7.229231834411621,-6.118825435638428
105,KDI-W-Wet2,era5,ALL,Organic,100.0,12.782390594482422,9.458786964416504,-2.596872386184654,-2.596872329711914,-6.917264461517334
106,KDI-W-Wet2,era5,DJF,Organic,100.0,21.784460067749023,21.029191970825195,-43.69360477514843,-43.693603515625,-21.029191970825195
107,KDI-W-Wet2,era5,MAM,Organic,100.0,8.027456283569336,6.09528112411499,-6.407368794118846,-6.407369613647461,-4.176606178283691
108,KDI-W-Wet2,era5,JJA,Organic,100.0,4.520371913909912,3.8118057250976562,-0.43826209536815175,-0.43826210498809814,3.7581429481506348
109,KDI-W-Wet2,era5,SON,Organic,100.0,10.61590576171875,7.620711326599121,-15.656982987661426,-15.656982421875,-7.4822998046875
110,KDI-W-Wet2,jra5,ALL,Organic,100.0,14.713753700256348,11.10122013092041,-3.7659318215771327,-3.7659316062927246,-7.517064094543457
111,KDI-W-Wet2,jra5,DJF,Organic,100.0,24.92149543762207,24.26203727722168,-57.49247533431016,-57.49247360229492,-24.26205062866211
112,KDI-W-Wet2,jra5,MAM,Organic,100.0,8.223719596862793,6.6434407234191895,-6.774002608024431,-6.774003028869629,-2.9279794692993164
113,KDI-W-Wet2,jra5,JJA,Organic,100.0,5.581828594207764,4.907229900360107,-1.1930201702254815,-1.1930203437805176,4.870817184448242
114,KDI-W-Wet2,jra5,SON,Organic,100.0,13.054872512817383,9.396247863769531,-24.189962001267528,-24.189960479736328,-9.230725288391113
115,KDI-W-Wet2,merr,ALL,Organic,100.0,9.455093383789062,7.206621170043945,-0.9680336571350461,-0.9680335521697998,-6.578106880187988
116,KDI-W-Wet2,merr,DJF,Organic,100.0,16.44725799560547,16.077547073364258,-24.476443917420042,-24.476442337036133,-16.077552795410156
117,KDI-W-Wet2,merr,MAM,Organic,100.0,5.522871971130371,4.308554172515869,-2.5062108588417655,-2.506211042404175,-2.7593226432800293
118,KDI-W-Wet2,merr,JJA,Organic,100.0,2.8318042755126953,2.450957775115967,0.43556217417794096,0.4355620741844177,-1.5336897373199463
119,KDI-W-Wet2,merr,SON,Organic,100.0,7.693974494934082,6.590853691101074,-7.7495092051930765,-7.749509811401367,-6.588733673095703
120,KDI-R1,era5,ALL,Rock,100.0,7.292115211486816,5.909109592437744,0.6752485453721243,0.6752485036849976,-5.725841522216797
121,KDI-R1,era5,DJF,Rock,100.0,11.075819969177246,10.358306884765625,-7.37971290714656,-7.37971305847168,-10.358302116394043
122,KDI-R1,era5,MAM,Rock,100.0,5.497651100158691,4.345310211181641,0.32228374743437893,0.3222837448120117,-4.0410590171813965
123,KDI-R1,era5,JJA,Rock,100.0,5.132688045501709,4.367213249206543,-0.01243846991724551,-0.012438535690307617,-4.077840805053711
124,KDI-R1,era5,SON,Rock,100.0,6.083550930023193,4.776192665100098,0.21262810061686976,0.21262812614440918,-4.650351524353027
125,KDI-R1,jra5,ALL,Rock,100.0,8.755935668945312,6.7775092124938965,0.5317808022431382,0.5317808091640472,-6.331786155700684
126,KDI-R1,jra5,DJF,Rock,100.0,14.129578590393066,13.594215393066406,-12.637531381192135,-12.637533187866211,-13.594212532043457
127,KDI-R1,jra5,MAM,Rock,100.0,5.065354347229004,3.8555102348327637,0.42467504120045363,0.4246750473976135,-2.7954423427581787
128,KDI-R1,jra5,JJA,Rock,100.0,4.220003604888916,3.5686752796173096,0.3156086024754736,0.31560856103897095,-2.972585678100586
129,KDI-R1,jra5,SON,Rock,100.0,8.43275260925293,6.506100654602051,-0.5128796276546257,-0.5128796100616455,-6.405062198638916
130,KDI-R1,merr,ALL,Rock,100.0,6.82866907119751,5.579010486602783,0.7152155953697599,0.7152155637741089,-5.379971504211426
131,KDI-R1,merr,DJF,Rock,100.0,6.293050765991211,5.5064616203308105,-1.7052029077134998,-1.7052030563354492,-5.404363632202148
132,KDI-R1,merr,MAM,Rock,100.0,3.9007577896118164,3.116481065750122,0.6588137368711244,0.6588137447834015,-2.6200602054595947
133,KDI-R1,merr,JJA,Rock,100.0,10.216498374938965,9.384184837341309,-3.0112807288697514,-3.0112805366516113,-9.364628791809082
134,KDI-R1,merr,SON,Rock,100.0,4.663167953491211,3.948589563369751,0.5373764551685702,0.5373764336109161,-3.756328582763672
135,KDI-E-ShrubM,era5,ALL,Snow,100.0,13.420523643493652,10.040492057800293,-5.1337913781175635,-5.133790969848633,-7.9144287109375
136,KDI-E-ShrubM,era5,DJF,Snow,100.0,22.393186569213867,21.653444290161133,-169.53683407820932,-169.53684997558594,-21.6534423828125
137,KDI-E-ShrubM,era5,MAM,Snow,100.0,11.435564994812012,8.981805801391602,-37.871881398523065,-37.87187957763672,-8.561153411865234
138,KDI-E-ShrubM,era5,JJA,Snow,100.0,4.275467872619629,3.6460344791412354,-0.5639021707654983,-0.5639020204544067,3.5964081287384033
139,KDI-E-ShrubM,era5,SON,Snow,100.0,9.627452850341797,6.760984897613525,-8.209287648822938,-8.209287643432617,-6.537093162536621
140,KDI-E-ShrubM,jra5,ALL,Snow,100.0,15.16720962524414,11.496793746948242,-6.8343229044083875,-6.834322452545166,-8.53197956085205
141,KDI-E-ShrubM,jra5,DJF,Snow,100.0,25.477907180786133,24.883440017700195,-219.75671218240993,-219.7567138671875,-24.883445739746094
142,KDI-E-ShrubM,jra5,MAM,Snow,100.0,11.182141304016113,8.724425315856934,-36.16809137877931,-36.168094635009766,-7.334251880645752
143,KDI-E-ShrubM,jra5,JJA,Snow,100.0,5.335110187530518,4.750132083892822,-1.435168824013068,-1.435168743133545,4.694153308868408
144,KDI-E-ShrubM,jra5,SON,Snow,100.0,12.104724884033203,8.585501670837402,-13.55837791991698,-13.558379173278809,-8.35106086730957
145,KDI-E-ShrubM,merr,ALL,Snow,100.0,10.129467964172363,7.885156154632568,-2.4943257155186687,-2.494325637817383,-7.683565616607666
146,KDI-E-ShrubM,merr,DJF,Snow,100.0,16.959880828857422,16.732791900634766,-96.8209961862149,-96.82099151611328,-16.7327880859375
147,KDI-E-ShrubM,merr,MAM,Snow,100.0,8.996583938598633,7.48356819152832,-23.058890056946616,-23.05889129638672,-7.2387495040893555
148,KDI-E-ShrubM,merr,JJA,Snow,100.0,2.8227384090423584,2.3199477195739746,0.31831525910337855,0.3183152675628662,-1.8043336868286133
149,KDI-E-ShrubM,merr,SON,Snow,100.0,6.861735820770264,5.754365921020508,-3.678118445430796,-3.6781187057495117,-5.748542308807373
150,KDI-E-Wet,era5,ALL,Organic,100.0,13.243938446044922,9.645261764526367,-3.6953981827574616,-3.6953978538513184,-8.298468589782715
151,KDI-E-Wet,era5,DJF,Organic,100.0,21.87337303161621,21.23111915588379,-84.36668033860998,-84.3666763305664,-21.231124877929688
152,KDI-E-Wet,era5,MAM,Organic,100.0,8.17121696472168,6.211868762969971,-9.633555033608747,-9.63355541229248,-5.509235382080078
153,KDI-E-Wet,era5,JJA,Organic,100.0,2.9291157722473145,2.4203696250915527,-0.024972090734166175,-0.024972081184387207,2.2521495819091797
154,KDI-E-Wet,era5,SON,Organic,100.0,10.55366325378418,7.441498279571533,-14.198617800564286,-14.198616981506348,-7.275213718414307
155,KDI-E-Wet,jra5,ALL,Organic,100.0,15.390270233154297,11.434484481811523,-5.340603257822823,-5.340602874755859,-9.255043983459473
156,KDI-E-Wet,jra5,DJF,Organic,100.0,25.295347213745117,24.784605026245117,-113.16635541848332,-113.1663589477539,-24.784616470336914
157,KDI-E-Wet,jra5,MAM,Organic,100.0,8.433613777160645,6.619932174682617,-10.327458416211286,-10.327458381652832,-4.271180629730225
158,KDI-E-Wet,jra5,JJA,Organic,100.0,3.855696201324463,3.394913673400879,-0.7760066221506048,-0.7760065793991089,3.2992677688598633
159,KDI-E-Wet,jra5,SON,Organic,100.0,12.89136791229248,9.227877616882324,-21.67752297219057,-21.677522659301758,-9.029102325439453
160,KDI-E-Wet,merr,ALL,Organic,100.0,10.326913833618164,8.260119438171387,-1.8548231798646015,-1.854823112487793,-8.154170989990234
161,KDI-E-Wet,merr,DJF,Organic,100.0,17.062902450561523,16.789878845214844,-50.94726435718814,-50.947261810302734,-16.789878845214844
162,KDI-E-Wet,merr,MAM,Organic,100.0,7.0651631355285645,5.665318965911865,-6.9496748057072,-6.949674606323242,-5.3508501052856445
163,KDI-E-Wet,merr,JJA,Organic,100.0,3.673520088195801,3.2799928188323975,-0.6121438175518188,-0.6121437549591064,-3.100160598754883
164,KDI-E-Wet,merr,SON,Organic,100.0,7.35412073135376,6.391047477722168,-6.380046817041581,-6.38004732131958,-6.391048431396484
165,KDI-W-Tslp,era5,ALL,NoSnow,100.0,9.646899223327637,7.102999210357666,-0.15659660632781214,-0.15659654140472412,-4.941535472869873
166,KDI-W-Tslp,era5,DJF,NoSnow,100.0,15.965917587280273,15.000184059143066,-17.955869589653226,-17.955869674682617,-15.000182151794434
167,KDI-W-Tslp,era5,MAM,NoSnow,100.0,6.5694708824157715,4.990184783935547,-1.5853011407965654,-1.585301160812378,-2.3199715614318848
168,KDI-W-Tslp,era5,JJA,NoSnow,100.0,3.8225066661834717,2.9105329513549805,0.20741961174506396,0.20741963386535645,2.5019407272338867
169,KDI-W-Tslp,era5,SON,NoSnow,100.0,8.396723747253418,6.083144664764404,-3.0826605820103126,-3.08266019821167,-5.918488025665283
170,KDI-W-Tslp,jra5,ALL,NoSnow,100.0,11.52825927734375,8.730658531188965,-0.6517104864050263,-0.6517103910446167,-5.539674282073975
171,KDI-W-Tslp,jra5,DJF,NoSnow,100.0,18.948488235473633,18.233280181884766,-25.69961989775744,-25.69961929321289,-18.233274459838867
172,KDI-W-Tslp,jra5,MAM,NoSnow,100.0,6.91957426071167,5.7048563957214355,-1.8681976821888036,-1.8681979179382324,-1.071662187576294
173,KDI-W-Tslp,jra5,JJA,NoSnow,100.0,4.73734188079834,3.8037502765655518,-0.21735237761067472,-0.21735239028930664,3.6063334941864014
174,KDI-W-Tslp,jra5,SON,NoSnow,100.0,10.852568626403809,7.860810279846191,-5.820066003310134,-5.820065975189209,-7.669118881225586
175,KDI-W-Tslp,merr,ALL,NoSnow,100.0,6.593497276306152,5.384541034698486,0.45969605980671,0.45969611406326294,-4.61902379989624
176,KDI-W-Tslp,merr,DJF,NoSnow,100.0,10.554078102111816,10.051170349121094,-7.283169828232317,-7.283169746398926,-10.051167488098145
177,KDI-W-Tslp,merr,MAM,NoSnow,100.0,4.040684700012207,3.1958305835723877,0.021951875492845496,0.02195185422897339,-0.9080120325088501
178,KDI-W-Tslp,merr,JJA,NoSnow,100.0,4.094676971435547,3.53544545173645,0.09053458791380387,0.09053468704223633,-2.784229278564453
179,KDI-W-Tslp,merr,SON,NoSnow,100.0,5.775333881378174,5.031586647033691,-0.9314242240929178,-0.9314242601394653,-5.029938220977783
180,KDI-W-Org2,era5,ALL,Organic,100.0,9.606000900268555,7.551578998565674,-0.36780823566864407,-0.36780846118927,-3.8446013927459717
181,KDI-W-Org2,era5,DJF,Organic,100.0,14.925161361694336,14.126628875732422,-8.792628978210907,-8.79262924194336,-14.126629829406738
182,KDI-W-Org2,era5,MAM,Organic,100.0,5.005462169647217,3.7823407649993896,0.033287917288871705,0.03328794240951538,-1.8294837474822998
183,KDI-W-Org2,era5,JJA,Organic,100.0,6.073976516723633,5.6600165367126465,-4.485641989157179,-4.485641956329346,5.6600189208984375
184,KDI-W-Org2,era5,SON,Organic,100.0,9.591064453125,6.930408954620361,-12.873207541365419,-12.873208045959473,-6.181435585021973
185,KDI-W-Org2,jra5,ALL,Organic,100.0,11.615174293518066,9.234210014343262,-0.9998223239834068,-0.9998224973678589,-4.44438362121582
186,KDI-W-Org2,jra5,DJF,Organic,100.0,18.02869415283203,17.359407424926758,-13.288603786172619,-13.288603782653809,-17.359407424926758
187,KDI-W-Org2,jra5,MAM,Organic,100.0,5.435592174530029,4.5346760749816895,-0.13999383611127736,-0.1399937868118286,-0.58079594373703
188,KDI-W-Org2,jra5,JJA,Organic,100.0,7.179763317108154,6.772736072540283,-6.664813354828472,-6.664812088012695,6.772735595703125
189,KDI-W-Org2,jra5,SON,Organic,100.0,12.03944206237793,8.645599365234375,-20.860295904671936,-20.860294342041016,-7.929968357086182
190,KDI-W-Org2,merr,ALL,Organic,100.0,6.077020168304443,4.475077152252197,0.4525792238806212,0.452579140663147,-3.5062172412872314
191,KDI-W-Org2,merr,DJF,Organic,100.0,9.847818374633789,9.176218032836914,-3.263255503729445,-3.2632551193237305,-9.175446510314941
192,KDI-W-Org2,merr,MAM,Organic,100.0,3.1163501739501953,2.48114013671875,0.62528483725248,0.6252848505973816,-0.4131046235561371
193,KDI-W-Org2,merr,JJA,Organic,100.0,1.5823272466659546,1.2660150527954102,0.6277164341801862,0.627716451883316,0.36719849705696106
