era5,jra55,merra2,ens,stat
8.30852222442627,7.728294849395752,21.060461044311523,12.365758895874023,MAE
4.440977573394775,4.196621417999268,10.832379341125488,6.485293388366699,MAE
2.9887020587921143,3.839672803878784,1.569799542427063,2.499868392944336,MAE
6.489462852478027,7.083713054656982,1.9394868612289429,3.877896785736084,MAE
12.750208854675293,7.011624336242676,6.055098533630371,4.568911552429199,MAE
12.827126502990723,6.683313846588135,7.849086284637451,3.887118101119995,MAE
11.232710838317871,6.933521747589111,6.239866733551025,3.9754559993743896,MAE
11.908342361450195,7.042114734649658,6.10513973236084,4.281771659851074,MAE
10.537994384765625,6.845181941986084,3.4477198123931885,4.70745849609375,MAE
18.653676986694336,16.064388275146484,12.974045753479004,15.897370338439941,MAE
12.294499397277832,10.33449649810791,20.989408493041992,14.539469718933105,MAE
11.09814167022705,9.66249942779541,25.016918182373047,15.259186744689941,MAE
8.450033187866211,7.587222099304199,21.842514038085938,12.626590728759766,MAE
5.421806335449219,5.213831424713135,13.192834854125977,7.942824363708496,MAE
3.0279417037963867,3.351280927658081,2.0655789375305176,2.650313138961792,MAE
8.361093521118164,5.034974575042725,5.197474479675293,2.7328646183013916,MAE
11.388641357421875,4.986700534820557,6.865280628204346,3.17002010345459,MAE
13.218984603881836,4.815136909484863,7.7053422927856445,3.442927122116089,MAE
12.887686729431152,5.184731960296631,8.767508506774902,3.1016361713409424,MAE
10.09571647644043,4.862698554992676,7.086306095123291,2.6240360736846924,MAE
10.393046379089355,6.078306674957275,4.939164161682129,4.0125627517700195,MAE
17.157052993774414,14.734709739685059,11.732921600341797,14.541561126708984,MAE
9.945367813110352,8.117344856262207,19.170818328857422,12.411176681518555,MAE
9.135493278503418,7.828310489654541,22.491174697875977,13.151660919189453,MAE
6.986173629760742,6.2393364906311035,17.889036178588867,10.371514320373535,MAE
5.234626770019531,4.876220226287842,6.726922512054443,5.6125898361206055,MAE
3.571816921234131,3.27984881401062,1.6216168403625488,1.8360728025436401,MAE
9.176935195922852,4.884308815002441,3.8176913261413574,3.4145171642303467,MAE
11.547231674194336,4.2881083488464355,5.1633172035217285,3.5573408603668213,MAE
16.101303100585938,6.34569787979126,6.942920207977295,5.168026447296143,MAE
15.685303688049316,6.94399356842041,7.848484516143799,4.926937580108643,MAE
11.450148582458496,5.78240442276001,6.344080924987793,3.629490852355957,MAE
10.04753589630127,7.675324440002441,2.1660995483398438,5.474859714508057,MAE
16.528404235839844,14.050617218017578,9.687466621398926,13.28055477142334,MAE
12.513849258422852,10.440619468688965,19.145044326782227,14.033170700073242,MAE
10.374321937561035,8.994743347167969,22.13736915588379,13.835478782653809,MAE
6.830729961395264,6.472949028015137,17.305166244506836,10.202946662902832,MAE
4.734482288360596,4.637535095214844,10.345306396484375,6.572441101074219,MAE
3.500162363052368,3.438318967819214,2.956157922744751,2.802975654602051,MAE
7.446724891662598,7.622302532196045,4.394075393676758,3.5824196338653564,MAE
11.2979097366333,8.89329719543457,6.180467128753662,4.670246601104736,MAE
10.930295944213867,8.398740768432617,7.559793472290039,3.923082113265991,MAE
10.997047424316406,7.676543712615967,7.857737064361572,3.6052846908569336,MAE
10.216588973999023,6.950619220733643,7.28311824798584,3.2946970462799072,MAE
9.266130447387695,6.3571696281433105,5.582274436950684,3.3470089435577393,MAE
15.929024696350098,13.502972602844238,7.862856864929199,12.42874813079834,MAE
14.889999389648438,13.799253463745117,19.850608825683594,16.17995262145996,MAE
9.319774627685547,8.237703323364258,22.4257755279541,13.327751159667969,MAE
6.7003583908081055,6.114433765411377,19.31572723388672,10.710172653198242,MAE
6.091175556182861,5.760500907897949,10.325638771057129,7.392438888549805,MAE
2.4234747886657715,2.4697654247283936,3.570956230163574,1.8686074018478394,MAE
9.769356727600098,9.019888877868652,4.118346691131592,4.890299320220947,MAE
10.115958213806152,8.550790786743164,5.483872890472412,4.394292831420898,MAE
10.573856353759766,8.29913330078125,6.544506072998047,4.109494686126709,MAE
11.727508544921875,8.150459289550781,7.992692470550537,3.9617583751678467,MAE
10.37721061706543,7.103187084197998,7.861702919006348,3.2062320709228516,MAE
9.910734176635742,7.442059516906738,4.51222562789917,4.280189514160156,MAE
16.046852111816406,14.034515380859375,7.909362316131592,12.55501651763916,MAE
13.728073120117188,12.35727596282959,20.27112579345703,15.452157020568848,MAE
9.457613945007324,8.919814109802246,23.201889038085938,13.858861923217773,MAE
7.046469688415527,6.7412190437316895,18.455045700073242,10.747580528259277,MAE
3.996790647506714,3.971367359161377,11.268083572387695,6.412080764770508,MAE
2.1879498958587646,2.0149478912353516,2.990971565246582,2.3869271278381348,MAE
4.883871078491211,4.965459823608398,4.177924156188965,1.890468955039978,MAE
12.139360427856445,8.108951568603516,7.830000877380371,4.139436721801758,MAE
12.682263374328613,9.057312965393066,9.842501640319824,3.965691089630127,MAE
12.453055381774902,7.706959247589111,9.644593238830566,3.5051403045654297,MAE
11.071052551269531,6.3696818351745605,8.93213939666748,2.8361988067626953,MAE
9.814785957336426,7.09477424621582,5.508789539337158,3.8396973609924316,MAE
16.39337921142578,14.85360336303711,9.98576545715332,13.71815013885498,MAE
16.878881454467773,13.159689903259277,23.96442985534668,18.000999450683594,MAE
7.878890037536621,7.3252410888671875,20.5313777923584,11.911836624145508,MAE
4.305322170257568,4.068606376647949,10.664029121398926,6.31689977645874,MAE
2.9219210147857666,3.734414577484131,1.65652334690094,2.43237042427063,MAE
