Date12[DDMMYYYYhhmm],Simulation_Period,Run,IDpoint,Tair[C],snow_depth[mm],snow_water_equivalent[mm],SWin[W/m2],Psnow_over_canopy[mm],Prain_over_canopy[mm]
03/01/2017 09:00,3,1,1,-23.281540,33.472109,5.169288,7.768903,0.065000,0.000000
03/01/2017 10:00,3,1,1,-19.388700,34.489372,5.302899,21.010374,0.148430,0.000000
03/01/2017 11:00,3,1,1,-18.822130,35.570571,5.454302,31.311769,0.170610,0.000000
03/01/2017 12:00,3,1,1,-18.146270,36.109519,5.532160,36.933928,0.098395,0.000000
03/01/2017 13:00,3,1,1,-17.446720,36.217180,5.548709,37.267189,0.035650,0.000000
03/01/2017 14:00,3,1,1,-15.983830,36.201935,5.548317,32.253822,0.019645,0.000000
03/01/2017 15:00,3,1,1,-15.327700,36.089280,5.533565,22.523966,0.011165,0.000000
03/01/2017 16:00,3,1,1,-15.799160,35.933097,5.512108,9.484673,0.004220,0.000000
03/01/2017 17:00,3,1,1,-15.270720,35.949043,5.492875,0.833480,0.004550,0.000000
03/01/2017 18:00,3,1,1,-15.153050,35.839251,5.478430,0.000000,0.005995,0.000000
03/01/2017 19:00,3,1,1,-15.986480,35.732416,5.464339,0.000000,0.002085,0.000000
03/01/2017 20:00,3,1,1,-16.132110,35.637681,5.452068,0.000000,0.001035,0.000000
03/01/2017 21:00,3,1,1,-16.489810,35.555500,5.441687,0.000000,0.000640,0.000000
03/01/2017 22:00,3,1,1,-19.223460,35.465818,5.430243,0.000000,0.000000,0.000000
03/01/2017 23:00,3,1,1,-19.983250,35.393779,5.421307,0.000000,0.000340,0.000000
04/01/2017 00:00,3,1,1,-20.331910,35.336813,5.414444,0.000000,0.000675,0.000000
04/01/2017 01:00,3,1,1,-20.017330,35.308145,5.410899,0.000000,0.002140,0.000000
04/01/2017 02:00,3,1,1,-18.789950,35.314772,5.411233,0.000000,0.003430,0.000000
04/01/2017 03:00,3,1,1,-18.099260,35.328143,5.412234,0.000000,0.003070,0.000000
04/01/2017 04:00,3,1,1,-19.122470,35.330549,5.412249,0.000000,0.002370,0.000000
04/01/2017 05:00,3,1,1,-17.676250,35.333567,5.412271,0.000000,0.002770,0.000000
04/01/2017 06:00,3,1,1,-16.284730,35.334637,5.412177,0.000000,0.002895,0.000000
04/01/2017 07:00,3,1,1,-16.031250,35.321685,5.410603,0.000000,0.002500,0.000000
04/01/2017 08:00,3,1,1,-15.484800,35.305309,5.408504,0.535885,0.002845,0.000000
04/01/2017 09:00,3,1,1,-14.569490,35.278944,5.405290,7.700649,0.002560,0.000000
04/01/2017 10:00,3,1,1,-14.116730,35.251666,5.401742,20.931092,0.003360,0.000000
04/01/2017 11:00,3,1,1,-13.015960,35.241272,5.399790,31.183988,0.007220,0.000000
04/01/2017 12:00,3,1,1,-13.220180,35.308639,5.407091,36.853992,0.019295,0.000000
04/01/2017 13:00,3,1,1,-12.697940,35.637937,5.447602,37.233684,0.055385,0.000000
04/01/2017 14:00,3,1,1,-12.703490,36.178580,5.518886,32.346836,0.090415,0.000000
04/01/2017 15:00,3,1,1,-12.425050,36.801287,5.605898,22.688227,0.109175,0.000000
04/01/2017 16:00,3,1,1,-12.055660,37.190647,5.656663,9.672373,0.068975,0.000000
04/01/2017 17:00,3,1,1,-11.588990,37.199649,5.657508,0.877904,0.017500,0.000000
04/01/2017 18:00,3,1,1,-11.120150,37.114300,5.645966,0.000000,0.009330,0.000000
04/01/2017 19:00,3,1,1,-10.447690,37.024806,5.634148,0.000000,0.007375,0.000000
04/01/2017 20:00,3,1,1,-10.763310,36.918430,5.620353,0.000000,0.004315,0.000000
04/01/2017 21:00,3,1,1,-11.140350,36.816228,5.607568,0.000000,0.001650,0.000000
04/01/2017 22:00,3,1,1,-13.090790,36.716411,5.595058,0.000000,0.001400,0.000000
04/01/2017 23:00,3,1,1,-12.820500,36.649168,5.586625,0.000000,0.004075,0.000000
05/01/2017 00:00,3,1,1,-12.210510,36.572256,5.576514,0.000000,0.008430,0.000000
05/01/2017 01:00,3,1,1,-12.009580,36.422104,5.556656,0.000000,0.007330,0.000000
05/01/2017 02:00,3,1,1,-11.821040,36.235702,5.531824,0.000000,0.003795,0.000000
05/01/2017 03:00,3,1,1,-13.777560,36.033285,5.504592,0.000000,0.001930,0.000000
05/01/2017 04:00,3,1,1,-15.459840,36.027549,5.479096,0.000000,0.001500,0.000000
05/01/2017 05:00,3,1,1,-16.627080,35.846014,5.454318,0.000000,0.001480,0.000000
05/01/2017 06:00,3,1,1,-17.161000,35.647734,5.427019,0.000000,0.001390,0.000000
05/01/2017 07:00,3,1,1,-17.731280,35.442326,5.398442,0.000000,0.000100,0.000000
05/01/2017 08:00,3,1,1,-19.519200,35.235222,5.369505,0.543348,0.000000,0.000000
05/01/2017 09:00,3,1,1,-19.814010,35.034117,5.341412,7.813796,0.000000,0.000000
05/01/2017 10:00,3,1,1,-21.609650,34.833144,5.313258,21.254243,0.000000,0.000000
05/01/2017 11:00,3,1,1,-21.819180,34.643743,5.286802,31.707167,0.000000,0.000000
05/01/2017 12:00,3,1,1,-22.014480,34.472608,5.263072,37.482074,0.000000,0.000000
05/01/2017 13:00,3,1,1,-22.834410,34.326718,5.243125,37.974616,0.000000,0.000000
05/01/2017 14:00,3,1,1,-23.328770,34.197630,5.225686,33.080866,0.000000,0.000000
05/01/2017 15:00,3,1,1,-23.616740,34.090886,5.210907,23.329946,0.003425,0.000000
05/01/2017 16:00,3,1,1,-21.833590,34.035239,5.204342,10.079543,0.017170,0.000000
05/01/2017 17:00,3,1,1,-19.328280,34.034735,5.214745,0.940671,0.044705,0.000000
05/01/2017 18:00,3,1,1,-17.541720,34.124798,5.253571,0.000000,0.082665,0.000000
05/01/2017 19:00,3,1,1,-16.415990,34.284644,5.322190,0.000000,0.121510,0.000000
05/01/2017 20:00,3,1,1,-15.513520,34.445422,5.403911,0.000000,0.141450,0.000000
05/01/2017 21:00,3,1,1,-15.302000,34.521334,5.465789,0.000000,0.123790,0.000000
05/01/2017 22:00,3,1,1,-14.936430,34.375058,5.472375,0.000000,0.069945,0.000000
05/01/2017 23:00,3,1,1,-15.103580,34.159823,5.451715,0.000000,0.033325,0.000000
06/01/2017 00:00,3,1,1,-15.316990,33.929794,5.422144,0.000000,0.017690,0.000000
06/01/2017 01:00,3,1,1,-15.206510,33.733244,5.395338,0.000000,0.013885,0.000000
06/01/2017 02:00,3,1,1,-14.888000,33.597257,5.376140,0.000000,0.011625,0.000000
06/01/2017 03:00,3,1,1,-15.360380,33.509619,5.362960,0.000000,0.008390,0.000000
06/01/2017 04:00,3,1,1,-16.632720,33.464161,5.355241,0.000000,0.006660,0.000000
06/01/2017 05:00,3,1,1,-18.119400,33.481884,5.354602,0.000000,0.008375,0.000000
06/01/2017 06:00,3,1,1,-18.579500,33.517573,5.356113,0.000000,0.006755,0.000000
06/01/2017 07:00,3,1,1,-18.649440,33.505993,5.353695,0.000000,0.002480,0.000000
06/01/2017 08:00,3,1,1,-19.079940,33.464718,5.347747,0.547902,0.001465,0.000000
06/01/2017 09:00,3,1,1,-18.534820,33.409194,5.339787,7.857835,0.001465,0.000000
06/01/2017 10:00,3,1,1,-18.120860,33.333094,5.328744,21.256592,0.001505,0.000000
