,sim,szn,terr,data_avail,rank,rank_stat
597,merra2,AUG,6,124.0,3.0,0.462
598,merra2,AUG,7,212.0,3.0,0.478
599,merra2,AUG,8,303.0,1.0,0.499
600,merra2,AUG,9,182.0,4.0,0.506
601,merra2,AUG,10,124.0,2.0,0.428
602,merra2,AUG,11,214.0,1.0,0.498
603,merra2,AUG,12,93.0,3.0,0.476
604,merra2,AUG,13,124.0,1.0,0.453
605,merra2,AUG,14,187.0,3.0,0.5
606,merra2,AUG,15,280.0,4.0,0.5
607,merra2,AUG,16,62.0,4.0,0.5
608,merra2,DEC,1,341.0,1.0,0.467
609,merra2,DEC,2,279.0,1.0,0.46
610,merra2,DEC,3,155.0,1.0,0.45
611,merra2,DEC,4,93.0,4.0,0.506
612,merra2,DEC,5,186.0,2.0,0.5
613,merra2,DEC,6,93.0,1.0,0.465
614,merra2,DEC,7,124.0,1.0,0.471
615,merra2,DEC,8,310.0,2.0,0.503
616,merra2,DEC,9,186.0,1.0,0.448
617,merra2,DEC,10,62.0,3.0,0.5
618,merra2,DEC,11,186.0,4.0,0.503
619,merra2,DEC,12,62.0,4.0,0.5
620,merra2,DEC,13,62.0,1.0,0.406
621,merra2,DEC,14,155.0,3.0,0.5
622,merra2,DEC,15,279.0,3.0,0.5
623,merra2,DEC,16,31.0,3.0,0.5
624,merra2,FEB,1,599.0,1.0,0.487
625,merra2,FEB,2,369.0,1.0,0.478
626,merra2,FEB,3,227.0,4.0,0.5
627,merra2,FEB,4,142.0,1.0,0.457
628,merra2,FEB,5,169.0,1.0,0.5
629,merra2,FEB,6,171.0,3.0,0.503
630,merra2,FEB,7,170.0,4.0,0.505
631,merra2,FEB,8,282.0,4.0,0.5
632,merra2,FEB,9,169.0,4.0,0.5
633,merra2,FEB,10,114.0,3.0,0.503
634,merra2,FEB,11,198.0,2.0,0.498
635,merra2,FEB,12,114.0,4.0,0.5
636,merra2,FEB,13,114.0,2.0,0.477
637,merra2,FEB,14,141.0,2.0,0.5
638,merra2,FEB,15,254.0,3.0,0.5
639,merra2,FEB,16,28.0,,
640,merra2,JAN,1,641.0,1.0,0.481
641,merra2,JAN,2,399.0,1.0,0.483
642,merra2,JAN,3,245.0,1.0,0.456
643,merra2,JAN,4,153.0,1.0,0.46
644,merra2,JAN,5,186.0,3.0,0.5
645,merra2,JAN,6,183.0,3.0,0.492
646,merra2,JAN,7,184.0,2.0,0.49
647,merra2,JAN,8,310.0,4.0,0.5
648,merra2,JAN,9,186.0,1.0,0.463
649,merra2,JAN,10,122.0,2.0,0.487
650,merra2,JAN,11,216.0,1.0,0.442
651,merra2,JAN,12,122.0,4.0,0.5
652,merra2,JAN,13,122.0,3.0,0.478
653,merra2,JAN,14,155.0,2.0,0.5
654,merra2,JAN,15,279.0,4.0,0.5
655,merra2,JAN,16,31.0,4.0,0.5
656,merra2,JUL,1,651.0,1.0,0.427
657,merra2,JUL,2,418.0,1.0,0.413
658,merra2,JUL,3,264.0,1.0,0.456
659,merra2,JUL,4,155.0,1.0,0.454
660,merra2,JUL,5,233.0,3.0,0.5
661,merra2,JUL,6,161.0,3.0,0.461
662,merra2,JUL,7,186.0,2.0,0.418
663,merra2,JUL,8,310.0,1.0,0.476
664,merra2,JUL,9,186.0,1.0,0.436
665,merra2,JUL,10,124.0,1.0,0.371
666,merra2,JUL,11,217.0,1.0,0.464
667,merra2,JUL,12,93.0,1.0,0.418
668,merra2,JUL,13,124.0,1.0,0.432
669,merra2,JUL,14,188.0,2.0,0.5
670,merra2,JUL,15,292.0,4.0,0.5
671,merra2,JUL,16,46.0,4.0,0.5
672,merra2,JUN,1,630.0,1.0,0.455
673,merra2,JUN,2,390.0,1.0,0.464
674,merra2,JUN,3,240.0,1.0,0.5
675,merra2,JUN,4,150.0,1.0,0.5
676,merra2,JUN,5,180.0,1.0,0.479
677,merra2,JUN,6,180.0,1.0,0.421
678,merra2,JUN,7,180.0,1.0,0.405
679,merra2,JUN,8,300.0,1.0,0.506
680,merra2,JUN,9,180.0,2.0,0.505
681,merra2,JUN,10,120.0,1.0,0.48
682,merra2,JUN,11,210.0,1.0,0.438
683,merra2,JUN,12,90.0,3.0,0.5
684,merra2,JUN,13,120.0,1.0,0.489
685,merra2,JUN,14,150.0,2.0,0.475
686,merra2,JUN,15,270.0,1.0,0.478
687,merra2,JUN,16,30.0,3.0,0.5
688,merra2,MAR,1,651.0,3.0,0.502
689,merra2,MAR,2,403.0,3.0,0.501
690,merra2,MAR,3,248.0,4.0,0.5
691,merra2,MAR,4,155.0,3.0,0.489
692,merra2,MAR,5,186.0,3.0,0.5
693,merra2,MAR,6,186.0,1.0,0.484
694,merra2,MAR,7,186.0,3.0,0.504
695,merra2,MAR,8,310.0,3.0,0.5
696,merra2,MAR,9,186.0,1.0,0.448
697,merra2,MAR,10,124.0,4.0,0.507
698,merra2,MAR,11,217.0,4.0,0.533
699,merra2,MAR,12,124.0,4.0,0.5
700,merra2,MAR,13,124.0,3.0,0.489
701,merra2,MAR,14,155.0,3.0,0.5
702,merra2,MAR,15,279.0,4.0,0.5
703,merra2,MAR,16,31.0,4.0,0.5
704,merra2,MAY,1,651.0,1.0,0.47
705,merra2,MAY,2,403.0,1.0,0.478
706,merra2,MAY,3,248.0,1.0,0.45
707,merra2,MAY,4,155.0,1.0,0.443
708,merra2,MAY,5,186.0,3.0,0.456
709,merra2,MAY,6,186.0,1.0,0.452
710,merra2,MAY,7,186.0,1.0,0.458
711,merra2,MAY,8,310.0,2.0,0.5
712,merra2,MAY,9,186.0,1.0,0.484
713,merra2,MAY,10,124.0,1.0,0.465
714,merra2,MAY,11,217.0,1.0,0.464
715,merra2,MAY,12,107.0,3.0,0.502
716,merra2,MAY,13,124.0,1.0,0.445
717,merra2,MAY,14,155.0,3.0,0.435
718,merra2,MAY,15,279.0,2.0,0.468
719,merra2,MAY,16,31.0,1.0,0.419
720,merra2,NOV,1,330.0,1.0,0.481
721,merra2,NOV,2,270.0,1.0,0.486
722,merra2,NOV,3,150.0,4.0,0.511
723,merra2,NOV,4,90.0,1.0,0.464
724,merra2,NOV,5,180.0,4.0,0.497
725,merra2,NOV,6,90.0,1.0,0.489
726,merra2,NOV,7,120.0,2.0,0.499
727,merra2,NOV,8,300.0,2.0,0.493
728,merra2,NOV,9,180.0,4.0,0.501
729,merra2,NOV,10,60.0,3.0,0.48
730,merra2,NOV,11,180.0,1.0,0.489
731,merra2,NOV,12,60.0,4.0,0.5
732,merra2,NOV,13,60.0,4.0,0.5
733,merra2,NOV,14,150.0,3.0,0.454
734,merra2,NOV,15,270.0,4.0,0.488
735,merra2,NOV,16,30.0,3.0,0.5
736,merra2,OCT,1,341.0,2.0,0.48
737,merra2,OCT,2,279.0,1.0,0.464
738,merra2,OCT,3,173.0,1.0,0.491
739,merra2,OCT,4,93.0,4.0,0.51
740,merra2,OCT,5,186.0,1.0,0.474
741,merra2,OCT,6,93.0,1.0,0.482
742,merra2,OCT,7,124.0,1.0,0.491
743,merra2,OCT,8,310.0,1.0,0.5
744,merra2,OCT,9,186.0,2.0,0.5
745,merra2,OCT,10,62.0,1.0,0.432
746,merra2,OCT,11,186.0,1.0,0.5
747,merra2,OCT,12,62.0,4.0,0.5
748,merra2,OCT,13,62.0,3.0,0.5
749,merra2,OCT,14,155.0,1.0,0.471
750,merra2,OCT,15,279.0,1.0,0.47
751,merra2,OCT,16,31.0,1.0,0.499
752,merra2,SEP,1,425.0,1.0,0.416
753,merra2,SEP,2,311.0,1.0,0.43
754,merra2,SEP,3,214.0,1.0,0.456
755,merra2,SEP,4,111.0,1.0,0.429
756,merra2,SEP,5,201.0,1.0,0.499
757,merra2,SEP,6,101.0,1.0,0.402
758,merra2,SEP,7,148.0,1.0,0.429
759,merra2,SEP,8,300.0,1.0,0.499
760,merra2,SEP,9,182.0,1.0,0.492
761,merra2,SEP,10,80.0,1.0,0.452
762,merra2,SEP,11,191.0,1.0,0.485
763,merra2,SEP,12,73.0,1.0,0.408
764,merra2,SEP,13,83.0,1.0,0.429
765,merra2,SEP,14,160.0,1.0,0.46
766,merra2,SEP,15,270.0,1.0,0.499
767,merra2,SEP,16,41.0,3.0,0.5
